hospital_indicator,observed_rate_2015,expected_rate_2015,SMR_2015,number_of_cases_2015
HUG F.3.4.M,0.091,0.049,1.9,11
HUG F.3.5.M,0.04,0.029,1.4,25
HUG F.3.6.M,,,,4
HUG F.3.7.M,,,,9
HUG F.3.8.F,,,,5
HUG F.3.9.F,,,,12
HUG F.4 Amputations, , , , 
HUG F.4.1.M,0.013,0.028,0.5,75
HUG F.4.2.M,0.125,0.14,0.9,24
HUG F.5 Angioplasties transluminales percutanEes (ATP), , , , 
HUG F.5.1.F,,,,240
HUG F.5.4.F,,,,21
HUG F.5.5.F,,,,14
HUG F.5.6.F,,,,49
HUG F.5.7.F,,,,156
HUG F.5.2.F,,,,32
HUG F.5.3.F,,,,9
HUG F.6 Fistule artErio≠veineuse, , , , 
HUG F.6.1.F,,,,10
HUG G GynEcologie et obstEtrique, , , , 
HUG G.1 Accouchements, , , , 
HUG G.1.1.F,,,,4'048
HUG G.1.1.P,0,0,,0
HUG G.1.2.P,0.022,0.029,,63
HUG G.1.3.P,0.151,0.2,,432
HUG G.1.4.P,0.295,0.331,,1'196
HUG G.1.5.P,0.246,0.278,,863
HUG G.1.6.P,0.221,0.25,,559
HUG G.1.7.P,0.309,0.356,,304
HUG G.2 Nouveau≠nEs, , , , 
HUG G.2.1.F,,,,81
HUG G.2.2.F,,,,4
HUG G.2.3.F,,,,12
HUG G.2.4.F,,,,19
HUG G.2.5.F,,,,23
HUG G.2.6.F,,,,27
HUG G.2.7.F,,,,33
HUG G.2.8.F,,,,341
HUG G.2.9.F,,,,3'883
HUG G.3 Ablation de líutErus pour affections bEnignes (hystErectomie), , , , 
HUG G.3.1.M,0,0,0,232
HUG G.3.2.P,0.823,0.802,,191
HUG G.3.3.P,0.161,0.135,,14
HUG G.3.4.P,0.431,0.334,,22
HUG G.4 Tumeurs malignes du sein et des organes gEnitaux fEminins, , , , 
HUG G.4.1.F,,,,355
HUG G.4.2.F,,,,514
HUG G.4.3.F,,,,81
HUG G.4.4.M,0,0.007,0,23
HUG G.4.5.F,,,,58
HUG G.4.6.M,0,0.002,0,31
HUG G.5 Interventions sur le sein, , , , 
HUG G.5.1.F,,,,417
HUG G.5.2.F,,,,270
HUG G.5.3.P,0.785,0.761,,212
HUG H Maladies des voies urinaires et des organes gEnitaux masculins, , , , 
HUG H.1 Ablation du rein (nEphrectomie et nEphrectomie partielle), , , , 
HUG H.1.1.M,0,0.012,0,48
HUG H.1.2.P,0.354,0.323,,17
HUG H.1.3.M,0,0.003,0,26
HUG H.1.4.P,0.577,0.447,,15
HUG H.1.5.P,0.488,0.43,,20
HUG H.2 Calculs rEnaux, , , , 
HUG H.2.1.F,,,,175
HUG H.2.2.P,0.514,0.477,,90
HUG H.3 OpErations de la vessie, , , , 
HUG H.3.1.F,,,,261
HUG H.3.2.F,,,,220
HUG H.3.3.F,,,,173
HUG H.3.4.P,0.15,0.134,,26
HUG H.3.5.M,0,0.036,0,16
HUG H.3.6.M,,,,5
HUG H.4 REsection prostatique transurEtrale (TURP), , , , 
HUG H.4.1.M,0,0.002,0,197
HUG H.4.2.P,,,,6
HUG H.5 Carcinome de la prostate, , , , 
HUG H.5.1.F,,,,182
HUG H.5.2.M,0,0.001,0,62
"HUG I Maladies des os, des articulations et du tissu conjonctif", , , , 
"HUG I.1 Remplacement de líarticulation, endoprothËse", , , , 
HUG I.1.8.M,0,0.001,0,311
HUG I.1.9.M,0.018,0.039,0.5,163
HUG I.1.10.M,0,0.031,0,71
HUG I.1.11.P,,,,1
HUG I.1.12.M,0,0.004,0,33
HUG I.1.13.M,,,,-
HUG I.1.14.M,0,0.026,0,38
HUG I.1.15.M,0,0.001,0,221
HUG I.1.16.M,0,0.002,0,12
HUG I.1.17.P,,,,7
HUG I.1.18.M,0.056,0.003,20,18
HUG I.1.19.M,,,,-
HUG I.1.20.M,,,,4
HUG I.1.21.M,0.071,0.025,2.8,14
HUG I.1.22.M,,,,0
HUG I.2 Traitements/opErations de la colonne vertEbrale et de la moelle EpiniËre, , , , 
HUG I.2.3.F,,,,756
HUG I.2.4.F,,,,75
HUG I.2.5.M,,,,5
"HUG I.2.6.M Raidissement de la colonne vertEbrale ou remplacement de corps vertEbral en cas de traumatisme (rEparations complexes et OP de la moelle EpiniËre incluses), mortalitE",0,0.012,0,19
HUG I.2.7.M,0,0.001,0,249
HUG I.2.8.M,,,,-
HUG I.2.9.M,,,,-
HUG I.2.10.M,,,,-
"HUG I.2.11.M Discectomie (sans tumeur, traumatisme, OP complexe de la colonne vertEbrale), mortalitE",0,0.001,0,208
"HUG I.2.12.M DEcompression de la colonne vertEbrale sans autres interventions ‡ la colonne vertEbrale, mortalitE",0,0.001,0,95
HUG I.2.13.M,0,0.009,0,23
HUG I.2.14.M,0.062,0.015,4.2,161
HUG I.2.15.P,,,,1
HUG I.2.16.F,,,,43
HUG I.2.17.F,,,,497
HUG I.3 Fractures mEtaphysaires de la hanche, , , , 
HUG I.3.1.M,0.04,0.042,1,321
HUG I.3.2.M,0,0.002,0,24
HUG I.3.3.M,0.04,0.009,4.4,25
HUG I.3.4.M,0.066,0.027,2.4,61
HUG I.3.5.M,0.033,0.042,0.8,60
HUG I.3.6.M,0.071,0.056,1.3,70
HUG I.3.7.M,0.012,0.063,0.2,81
HUG I.3.8.M,0.054,0.039,1.4,313
"HUG I.4 Tumeurs malignes des os, des articulations et du tissu conjonctif", , , , 
HUG I.4.1.F,,,,81
"HUG J Affections complexes, hEtErogËnes (indicateur pour peer review)", , , , 
HUG J.1 Respiration artificielle, , , , 
HUG J.1.1.M,0.208,0.22,0.9,753
HUG J.1.4.M,0.198,0.221,0.9,723
HUG J.1.2.S,146,,,753
HUG J.1.3.P,0.46,0.432,,81
HUG J.2 SepticEmie, , , , 
HUG J.2.1.M,0.231,0.245,0.9,635
HUG J.2.2.M,0.243,0.259,0.9,571
HUG J.2.3.M,0.125,0.083,1.5,64
HUG J.2.4.M,0.184,0.117,1.6,945
HUG J.2.5.M,0.34,0.365,0.9,338
HUG K Affections de la peau, , , , 
HUG K.1 Affections de la peau, , , , 
HUG K.1.1.F,,,,49
HUG K.1.2.F,,,,73
HUG K.1.3.F,,,,5
HUG L Transplantations, , , , 
HUG L.1 Transplantations cardiaques, , , , 
HUG L.1.1.F,,,,0
HUG L.1.2.F,,,,0
HUG L.1.3.F,,,,0
HUG L.2 Transplantations pulmonaires, , , , 
HUG L.2.1.F,,,,2
HUG L.2.2.F,,,,2
HUG L.3 Transplantations hEpatiques, , , , 
HUG L.3.1.F,,,,41
HUG L.3.2.F,,,,32
HUG L.3.3.F,,,,9
HUG L.3.4.F,,,,2
HUG L.4 Transplantations du pancrEas, , , , 
HUG L.4.1.F,,,,15
HUG L.5 Transplantations rEnales, , , , 
HUG L.5.1.F,,,,35
HUG L.5.2.F,,,,12
HUG L.5.3.F,,,,19
HUG L.5.4.F,,,,1
HUG L.5.5.F,,,,4
HUG L.6 Transplantations/transfusions de cellules souches, , , , 
HUG L.6.1.F,,,,64
HUG L.6.2.F,,,,13
HUG L.6.3.F,,,,0
HUG L.6.4.F,,,,-
HUG L.6.5.F,,,,-
HUG L.6.6.F,,,,0
HUG L.6.7.F,,,,-
HUG Z Informations supplEmentaires, , , , 
HUG Z.1 DurEe de sEjour, , , , 
HUG A.1.12.X,8.1,,,550
HUG B.1.15.X,24.1,,,886
HUG E.1.1.X,6.1,,,487
HUG E.2.1.X,4.2,,,508
HUG F.1.5.X,10.8,,,38
HUG G.3.1.X,4,,,232
HUG H.4.1.X,5.2,,,197
HUG I.1.23.X,7.1,,,311
HUG I.1.24.X,9,,,221
HUG Z.1.1.X,2.4,,,175
institution indicator,taux observE 2015,taux attendu 2015,SMR 2015,nombre de cas 2015
Centre Hospitalier Universitaire Vaudois (CHUV) A Maladies cardiaques, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV) A.1 Infarctus du myocarde, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV) A.1.1.M,0.051,0.048,1.1,622
Centre Hospitalier Universitaire Vaudois (CHUV) A.1.2.M,0,0.012,0,34
Centre Hospitalier Universitaire Vaudois (CHUV) A.1.3.M,0.017,0.016,1,237
Centre Hospitalier Universitaire Vaudois (CHUV) A.1.4.M,0.078,0.048,1.6,270
Centre Hospitalier Universitaire Vaudois (CHUV) A.1.5.M,0.086,0.155,0.6,81
Centre Hospitalier Universitaire Vaudois (CHUV) A.1.6.P,0.857,0.629,,533
Centre Hospitalier Universitaire Vaudois (CHUV) A.1.7.M,0.073,0.066,1.1,331
Centre Hospitalier Universitaire Vaudois (CHUV) A.1.8.M,0.038,0.033,1.2,213
Centre Hospitalier Universitaire Vaudois (CHUV) A.1.9.P,0.037,0.019,,23
Centre Hospitalier Universitaire Vaudois (CHUV) A.1.10.M,0.067,0.063,1.1,299
Centre Hospitalier Universitaire Vaudois (CHUV) A.1.11.M,0.034,0.032,1,298
Centre Hospitalier Universitaire Vaudois (CHUV) A.2 Insuffisance cardiaque, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV) A.2.1.M,0.063,0.086,0.7,617
Centre Hospitalier Universitaire Vaudois (CHUV) A.2.2.M,0,0.016,0,12
Centre Hospitalier Universitaire Vaudois (CHUV) A.2.3.M,0.013,0.031,0.4,76
Centre Hospitalier Universitaire Vaudois (CHUV) A.2.4.M,0.053,0.07,0.8,285
Centre Hospitalier Universitaire Vaudois (CHUV) A.2.5.M,0.094,0.125,0.8,244
Centre Hospitalier Universitaire Vaudois (CHUV) A.2.6.P,0.429,0.552,,96
Centre Hospitalier Universitaire Vaudois (CHUV) A.3 CathEtErisme cardiaque, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV) A.3.1.F,,,,1'387
Centre Hospitalier Universitaire Vaudois (CHUV) A.3.2.M,0.037,0.027,1.4,483
Centre Hospitalier Universitaire Vaudois (CHUV) A.3.4.M,0.019,0.013,1.5,465
Centre Hospitalier Universitaire Vaudois (CHUV) A.3.7.M,0.02,0.012,1.8,395
Centre Hospitalier Universitaire Vaudois (CHUV) A.3.5.M,0.004,0.01,0.4,256
Centre Hospitalier Universitaire Vaudois (CHUV) A.3.5.P,0.349,0.385,,256
Centre Hospitalier Universitaire Vaudois (CHUV) A.3.8.M,0,0.007,0,228
Centre Hospitalier Universitaire Vaudois (CHUV) A.3.6.F,,,,28
Centre Hospitalier Universitaire Vaudois (CHUV) A.4 Troubles du rythme cardiaque, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV) A.4.1.F,,,,516
Centre Hospitalier Universitaire Vaudois (CHUV) A.5 Traitement par pacemaker ou dEfibrillateur implantable, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV) A.5.1.F,,,,194
Centre Hospitalier Universitaire Vaudois (CHUV) A.5.2.F,,,,62
Centre Hospitalier Universitaire Vaudois (CHUV) A.6 Traitement par ablation, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV) A.6.1.F,,,,213
Centre Hospitalier Universitaire Vaudois (CHUV) A.6.2.F,,,,29
Centre Hospitalier Universitaire Vaudois (CHUV) A.7 OpErations du cúur, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV) A.7.1.F,,,,586
Centre Hospitalier Universitaire Vaudois (CHUV) A.7.2.F,,,,288
Centre Hospitalier Universitaire Vaudois (CHUV) A.7.3.F,,,,164
Centre Hospitalier Universitaire Vaudois (CHUV) A.7.4.F,,,,262
Centre Hospitalier Universitaire Vaudois (CHUV) A.7.5.F,,,,119
Centre Hospitalier Universitaire Vaudois (CHUV) A.7.6.F,,,,101
Centre Hospitalier Universitaire Vaudois (CHUV) A.7.7.M,0.073,0.024,3,55
Centre Hospitalier Universitaire Vaudois (CHUV) A.7.19.M,,,,3
Centre Hospitalier Universitaire Vaudois (CHUV) A.7.20.M,0.077,0.024,3.2,52
Centre Hospitalier Universitaire Vaudois (CHUV) A.7.8.M,0.104,0.034,3.1,48
Centre Hospitalier Universitaire Vaudois (CHUV) A.7.9.M,0.083,0.038,2.2,36
Centre Hospitalier Universitaire Vaudois (CHUV) A.7.10.M,,,,8
Centre Hospitalier Universitaire Vaudois (CHUV) A.7.23.M,0.071,0.039,1.8,14
Centre Hospitalier Universitaire Vaudois (CHUV) A.7.11.M,0,0.03,0,29
Centre Hospitalier Universitaire Vaudois (CHUV) A.7.12.M,0.012,0.011,1.1,83
Centre Hospitalier Universitaire Vaudois (CHUV) A.7.13.M,,,,2
Centre Hospitalier Universitaire Vaudois (CHUV) A.7.14.M,0,0.009,0,13
Centre Hospitalier Universitaire Vaudois (CHUV) A.7.15.M,0.033,0.008,4.2,30
Centre Hospitalier Universitaire Vaudois (CHUV) A.7.16.M,0,0.013,0,36
Centre Hospitalier Universitaire Vaudois (CHUV) A.7.17.M,,,,2
Centre Hospitalier Universitaire Vaudois (CHUV) A.7.18.P,0.265,0.089,,22
Centre Hospitalier Universitaire Vaudois (CHUV) A.7.21.P,0,0.001,,0
Centre Hospitalier Universitaire Vaudois (CHUV) A.7.22.P,,,,1
"Centre Hospitalier Universitaire Vaudois (CHUV) B Maladies du systËme nerveux, accident vasculaire cErEbral (attaque cErEbrale)", , , , 
Centre Hospitalier Universitaire Vaudois (CHUV) B.1 Accident vasculaire cErEbral (attaque cErEbrale), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV) B.1.1.M,0.097,0.093,1,702
Centre Hospitalier Universitaire Vaudois (CHUV) B.1.2.M,0.045,0.042,1.1,44
Centre Hospitalier Universitaire Vaudois (CHUV) B.1.3.M,0.076,0.042,1.8,144
Centre Hospitalier Universitaire Vaudois (CHUV) B.1.4.M,0.09,0.088,1,367
Centre Hospitalier Universitaire Vaudois (CHUV) B.1.5.M,0.15,0.168,0.9,147
Centre Hospitalier Universitaire Vaudois (CHUV) B.1.6.P,0.5,0.357,,351
Centre Hospitalier Universitaire Vaudois (CHUV) B.1.7.M,0.061,0.063,1,570
Centre Hospitalier Universitaire Vaudois (CHUV) B.1.8.M,0.063,0.065,1,447
Centre Hospitalier Universitaire Vaudois (CHUV) B.1.13.M,0.057,0.059,1,123
Centre Hospitalier Universitaire Vaudois (CHUV) B.1.9.M,0.075,0.107,0.7,93
Centre Hospitalier Universitaire Vaudois (CHUV) B.1.9.P,0.163,0.097,,93
Centre Hospitalier Universitaire Vaudois (CHUV) B.1.14.M,0.141,0.217,0.6,64
Centre Hospitalier Universitaire Vaudois (CHUV) B.1.14.P,0.112,0.082,,64
Centre Hospitalier Universitaire Vaudois (CHUV) B.1.10.M,0.247,0.255,1,89
Centre Hospitalier Universitaire Vaudois (CHUV) B.1.11.M,0.256,0.152,1.7,43
Centre Hospitalier Universitaire Vaudois (CHUV) B.1.12.M,,,,0
Centre Hospitalier Universitaire Vaudois (CHUV) B.1.12.P,0,0.052,,0
Centre Hospitalier Universitaire Vaudois (CHUV) B.2 Accident ischEmique transitoire (AIT), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV) B.2.1.M,0.007,0.002,4.2,138
Centre Hospitalier Universitaire Vaudois (CHUV) B.2.2.P,0.406,0.269,,56
Centre Hospitalier Universitaire Vaudois (CHUV) B.3 Tumeurs malignes de l'encEphale ou des mEninges cErEbrales, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV) B.3.1.F,,,,171
Centre Hospitalier Universitaire Vaudois (CHUV) B.3.2.M,0,0.014,0,41
Centre Hospitalier Universitaire Vaudois (CHUV) B.4 Epilepsie, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV) B.4.1.F,,,,224
Centre Hospitalier Universitaire Vaudois (CHUV) B.4.2.F,,,,132
Centre Hospitalier Universitaire Vaudois (CHUV) B.5 SclErose en plaques, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV) B.5.1.F,,,,31
Centre Hospitalier Universitaire Vaudois (CHUV) C REEducation gEriatrique prEcoce, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV) C.1 REEducation gEriatrique prEcoce, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV) C.1.1.F,,,,0
Centre Hospitalier Universitaire Vaudois (CHUV) C.1.2.P,,,,0
Centre Hospitalier Universitaire Vaudois (CHUV) C.1.3.S,,,,0
Centre Hospitalier Universitaire Vaudois (CHUV) D Maladies pulmonaires, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV) D.1 Pneumonie, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV) D.1.1.M,0.051,0.049,1,827
Centre Hospitalier Universitaire Vaudois (CHUV) D.1.2.M,0,0.002,0,113
Centre Hospitalier Universitaire Vaudois (CHUV) D.1.3.M,0,0.008,0,46
Centre Hospitalier Universitaire Vaudois (CHUV) D.1.4.M,0.027,0.024,1.1,111
Centre Hospitalier Universitaire Vaudois (CHUV) D.1.5.M,0.045,0.049,0.9,352
Centre Hospitalier Universitaire Vaudois (CHUV) D.1.6.M,0.112,0.095,1.2,205
Centre Hospitalier Universitaire Vaudois (CHUV) D.1.7.M,0,0.001,0,97
Centre Hospitalier Universitaire Vaudois (CHUV) D.1.8.M,0.052,0.048,1.1,581
Centre Hospitalier Universitaire Vaudois (CHUV) D.1.9.M,0,0.006,0,40
Centre Hospitalier Universitaire Vaudois (CHUV) D.1.10.M,0.011,0.01,1.2,88
Centre Hospitalier Universitaire Vaudois (CHUV) D.1.11.M,0.036,0.037,1,277
Centre Hospitalier Universitaire Vaudois (CHUV) D.1.12.M,0.108,0.094,1.1,176
Centre Hospitalier Universitaire Vaudois (CHUV) D.2 Broncho≠pneumopathie chronique obstructive (BPCO), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV) D.2.1.M,0.011,0.036,0.3,271
Centre Hospitalier Universitaire Vaudois (CHUV) D.2.2.M,0.012,0.058,0.2,81
Centre Hospitalier Universitaire Vaudois (CHUV) D.2.3.M,0,0.029,0,42
Centre Hospitalier Universitaire Vaudois (CHUV) D.2.4.M,0,0.013,0,46
Centre Hospitalier Universitaire Vaudois (CHUV) D.2.5.M,0,0.009,0,10
Centre Hospitalier Universitaire Vaudois (CHUV) D.2.6.M,0.022,0.037,0.6,92
Centre Hospitalier Universitaire Vaudois (CHUV) D.2.6.P,0.339,0.241,,92
Centre Hospitalier Universitaire Vaudois (CHUV) D.3 Cancer du poumon (carcinome bronchique), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV) D.3.1.F,,,,366
Centre Hospitalier Universitaire Vaudois (CHUV) D.4 OpErations du poumon, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV) D.4.1.M,0.007,0.018,0.4,274
Centre Hospitalier Universitaire Vaudois (CHUV) D.4.2.M,,,,7
Centre Hospitalier Universitaire Vaudois (CHUV) D.4.2.P,,,,7
Centre Hospitalier Universitaire Vaudois (CHUV) D.4.3.M,0.008,0.012,0.7,122
Centre Hospitalier Universitaire Vaudois (CHUV) D.4.4.P,0.116,0.061,,15
Centre Hospitalier Universitaire Vaudois (CHUV) D.4.5.M,0.079,0.057,1.4,63
Centre Hospitalier Universitaire Vaudois (CHUV) E Maladies des organes abdominaux, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV) E.1 Ablation de la vEsicule biliaire (cholEcystectomie), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV) E.1.1.M,0,0.001,0,226
Centre Hospitalier Universitaire Vaudois (CHUV) E.1.2.P,0.947,0.958,,214
