hospital_name,indicator,observed_rate_2016,expected_rate_2016,SMR_2016,number_of_cases_2016
HUG,F.2.11.M,0.143,0.061,2.3,14
HUG,F.2.12.M,,,,6
HUG,F.2.5.M,0.632,0.421,1.5,19
HUG,F.2.6.M,0.5,0.276,1.8,10
HUG,F.3 OpErations des artËres du bassin et des jambes, , , , 
HUG,F.3.1.M,0.025,0.032,0.8,80
HUG,F.3.2.M,,,,5
HUG,F.3.3.M,,,,6
HUG,F.3.4.M,,,,7
HUG,F.3.5.M,0.077,0.055,1.4,26
HUG,F.3.6.M,,,,4
HUG,F.3.7.M,0,0.006,0,14
HUG,F.3.8.F,,,,4
HUG,F.3.9.F,,,,14
HUG,F.4 Amputations, , , , 
HUG,F.4.1.M,0.016,0.029,0.6,61
HUG,F.4.2.M,0.129,0.139,0.9,31
HUG,F.5 Angioplasties transluminales percutanEes (ATP), , , , 
HUG,F.5.1.F,,,,206
HUG,F.5.4.F,,,,18
HUG,F.5.5.F,,,,12
HUG,F.5.6.F,,,,42
HUG,F.5.7.F,,,,134
HUG,F.5.2.F,,,,19
HUG,F.5.3.F,,,,14
HUG,F.6 Fistule artErio≠veineuse, , , , 
HUG,F.6.1.F,,,,12
HUG,G GynEcologie et obstEtrique, , , , 
HUG,G.1 Accouchements, , , , 
HUG,G.1.1.F,,,,3'955
HUG,G.1.1.P,0,0,,0
HUG,G.1.2.P,0.02,0.03,,54
HUG,G.1.3.P,0.192,0.187,,530
HUG,G.1.4.P,0.301,0.329,,1'189
HUG,G.1.5.P,0.255,0.276,,873
HUG,G.1.6.P,0.224,0.246,,531
HUG,G.1.7.P,0.325,0.355,,342
HUG,G.2 Nouveau≠nEs, , , , 
HUG,G.2.1.F,,,,71
HUG,G.2.2.F,,,,4
HUG,G.2.3.F,,,,8
HUG,G.2.4.F,,,,19
HUG,G.2.5.F,,,,21
HUG,G.2.6.F,,,,23
HUG,G.2.7.F,,,,28
HUG,G.2.8.F,,,,380
HUG,G.2.9.F,,,,3'835
HUG,G.3 Ablation de l'utErus pour affections bEnignes (hystErectomie), , , , 
HUG,G.3.1.M,0,0,0,184
HUG,G.3.2.P,0.832,0.826,,153
HUG,G.3.3.P,,,,5
HUG,G.3.4.P,0.481,0.341,,25
HUG,G.4 Tumeurs malignes du sein et des organes gEnitaux fEminins, , , , 
HUG,G.4.1.F,,,,357
HUG,G.4.2.F,,,,542
HUG,G.4.3.F,,,,89
HUG,G.4.4.M,0,0.014,0,41
HUG,G.4.5.F,,,,77
HUG,G.4.6.M,0,0.009,0,39
HUG,G.5 Interventions sur le sein, , , , 
HUG,G.5.1.F,,,,397
HUG,G.5.2.F,,,,232
HUG,G.5.3.P,0.81,0.793,,188
HUG,H Maladies des voies urinaires et des organes gEnitaux masculins, , , , 
HUG,H.1 Ablation du rein (nEphrectomie et nEphrectomie partielle), , , , 
HUG,H.1.1.M,0.054,0.011,4.7,37
HUG,H.1.2.P,,,,9
HUG,H.1.3.M,0,0.001,0,20
HUG,H.1.4.P,,,,9
HUG,H.1.5.P,0.48,0.449,,12
HUG,H.2 Calculs rEnaux, , , , 
HUG,H.2.1.F,,,,181
HUG,H.2.2.P,0.497,0.489,,90
HUG,H.3 OpErations de la vessie, , , , 
HUG,H.3.1.F,,,,292
HUG,H.3.2.F,,,,266
HUG,H.3.3.F,,,,206
HUG,H.3.4.P,0.175,0.138,,36
HUG,H.3.5.M,0,0.03,0,10
HUG,H.3.6.M,,,,6
HUG,H.4 REsection prostatique transurEtrale (TURP), , , , 
HUG,H.4.1.M,0.014,0.002,7,143
HUG,H.4.2.P,,,,6
HUG,H.5 Carcinome de la prostate, , , , 
HUG,H.5.1.F,,,,181
HUG,H.5.2.M,0,0,0,57
HUG,"I Maladies des os, des articulations et du tissu conjonctif", , , , 
HUG,"I.1 Remplacement de l'articulation, endoprothËse", , , , 
HUG,I.1.8.M,0,0.001,0,278
HUG,I.1.9.M,0,0.04,0,124
HUG,I.1.10.M,0.014,0.033,0.4,74
HUG,I.1.11.P,0.036,0.012,,10
HUG,I.1.12.M,0.021,0.008,2.8,48
HUG,I.1.13.M,,,,0
HUG,I.1.14.M,0,0.011,0,32
HUG,I.1.15.M,0,0,0,222
HUG,I.1.16.M,0,0.001,0,13
HUG,I.1.17.P,,,,4
HUG,I.1.18.M,0,0.003,0,24
HUG,I.1.19.M,,,,-
HUG,I.1.20.M,0,0.013,0,14
HUG,I.1.21.M,0.111,0.035,3.2,18
HUG,I.1.22.M,,,,0
HUG,I.2 Traitements/opErations de la colonne vertEbrale et de la moelle EpiniËre, , , , 
HUG,I.2.3.F,,,,806
HUG,I.2.4.F,,,,90
HUG,I.2.5.M,,,,9
HUG,"I.2.6.M Raidissement de la colonne vertEbrale ou remplacement de corps vertEbral en cas de traumatisme (rEparations complexes et OP de la moelle EpiniËre incluses), mortalitE",0,0.015,0,21
HUG,I.2.7.M,0.004,0.002,2.5,259
HUG,I.2.8.M,,,,-
HUG,I.2.9.M,,,,-
HUG,I.2.10.M,,,,-
HUG,"I.2.11.M Discectomie (sans tumeur, traumatisme, OP complexe de la colonne vertEbrale), mortalitE",0,0,0,195
HUG,"I.2.12.M DEcompression de la colonne vertEbrale sans autres interventions ‡ la colonne vertEbrale, mortalitE",0,0.001,0,84
HUG,I.2.13.M,0,0.004,0,32
HUG,I.2.14.M,0.028,0.015,2,211
HUG,I.2.15.P,0,0.006,,0
HUG,I.2.16.F,,,,46
HUG,I.2.17.F,,,,492
HUG,I.3 Fractures mEtaphysaires de la hanche, , , , 
HUG,I.3.1.M,0.03,0.043,0.7,265
HUG,I.3.2.M,0,0,,19
HUG,I.3.3.M,0,0.016,0,19
HUG,I.3.4.M,0.016,0.023,0.7,64
HUG,I.3.5.M,0.02,0.024,0.8,49
HUG,I.3.6.M,0,0.051,0,51
HUG,I.3.7.M,0.095,0.091,1,63
HUG,I.3.8.M,0.033,0.046,0.7,306
HUG,"I.4 Tumeurs malignes des os, des articulations et du tissu conjonctif", , , , 
HUG,I.4.1.F,,,,102
HUG,"J Affections complexes, hEtErogËnes (indicateur pour peer review)", , , , 
HUG,J.1 Respiration artificielle, , , , 
HUG,J.1.1.M,0.224,0.222,1,719
HUG,J.1.4.M,0.217,0.222,1,686
HUG,J.1.2.S,136.2,,,719
HUG,J.1.3.P,0.386,0.418,,71
HUG,J.2 SepticEmie, , , , 
HUG,J.2.1.M,0.2,0.243,0.8,559
HUG,J.2.2.M,0.213,0.25,0.9,489
HUG,J.2.3.M,0.114,0.11,1,70
HUG,J.2.4.M,0.159,0.113,1.4,849
HUG,J.2.5.M,0.309,0.358,0.9,256
HUG,K Affections de la peau, , , , 
HUG,K.1 Affections de la peau, , , , 
HUG,K.1.1.F,,,,66
HUG,K.1.2.F,,,,52
HUG,K.1.3.F,,,,13
HUG,L Transplantations, , , , 
HUG,L.1 Transplantations cardiaques, , , , 
HUG,L.1.1.F,,,,0
HUG,L.1.2.F,,,,0
HUG,L.1.3.F,,,,0
HUG,L.2 Transplantations pulmonaires, , , , 
HUG,L.2.1.F,,,,0
HUG,L.2.2.F,,,,0
HUG,L.3 Transplantations hEpatiques, , , , 
HUG,L.3.1.F,,,,44
HUG,L.3.2.F,,,,35
HUG,L.3.3.F,,,,9
HUG,L.3.4.F,,,,5
HUG,L.4 Transplantations du pancrEas, , , , 
HUG,L.4.1.F,,,,11
HUG,L.5 Transplantations rEnales, , , , 
HUG,L.5.1.F,,,,38
HUG,L.5.2.F,,,,17
HUG,L.5.3.F,,,,15
HUG,L.5.4.F,,,,4
HUG,L.5.5.F,,,,7
HUG,L.6 Transplantations/transfusions de cellules souches, , , , 
HUG,L.6.1.F,,,,81
HUG,L.6.2.F,,,,30
HUG,L.6.3.F,,,,1
HUG,L.6.4.F,,,,51
HUG,L.6.5.F,,,,0
HUG,L.6.8.F,,,,0
HUG,Z Informations supplEmentaires, , , , 
HUG,Z.1 DurEe de sEjour, , , , 
HUG,A.1.12.X,8.1,,,547
HUG,B.1.15.X,22.9,,,942
HUG,E.1.1.X,5.1,,,537
HUG,E.2.1.X,3.8,,,519
HUG,F.1.5.X,10.4,,,57
HUG,G.3.1.X,3.5,,,184
HUG,H.4.1.X,5.4,,,143
HUG,I.1.23.X,7.9,,,277
HUG,I.1.24.X,9,,,222
HUG,Z.1.1.X,2.7,,,178
institution,indicator,taux observE 2016,taux attendu 2016,SMR 2016,nombre de cas 2016
Centre Hospitalier Universitaire Vaudois (CHUV),A Maladies cardiaques, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.1 Infarctus du myocarde, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.1.M,0.06,0.052,1.2,679
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.2.M,0.029,0.01,2.9,34
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.3.M,0.016,0.017,1,245
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.4.M,0.072,0.054,1.3,306
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.5.M,0.149,0.15,1,94
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.6.P,0.844,0.632,,573
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.7.M,0.088,0.071,1.2,377
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.8.M,0.045,0.034,1.3,179
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.9.P,0.016,0.017,,11
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.10.M,0.068,0.063,1.1,322
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.11.M,0.044,0.036,1.2,342
Centre Hospitalier Universitaire Vaudois (CHUV),A.2 Insuffisance cardiaque, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.2.1.M,0.062,0.08,0.8,724
Centre Hospitalier Universitaire Vaudois (CHUV),A.2.2.M,,,,9
Centre Hospitalier Universitaire Vaudois (CHUV),A.2.3.M,0.025,0.038,0.7,80
Centre Hospitalier Universitaire Vaudois (CHUV),A.2.4.M,0.053,0.066,0.8,358
Centre Hospitalier Universitaire Vaudois (CHUV),A.2.5.M,0.083,0.113,0.7,277
Centre Hospitalier Universitaire Vaudois (CHUV),A.2.6.P,0.509,0.568,,110
Centre Hospitalier Universitaire Vaudois (CHUV),A.3 CathEtErisme cardiaque, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.3.1.F,,,,1'494
Centre Hospitalier Universitaire Vaudois (CHUV),A.3.2.M,0.033,0.028,1.2,522
Centre Hospitalier Universitaire Vaudois (CHUV),A.3.4.M,0.022,0.015,1.5,500
Centre Hospitalier Universitaire Vaudois (CHUV),A.3.7.M,0.022,0.014,1.5,415
Centre Hospitalier Universitaire Vaudois (CHUV),A.3.5.M,0.047,0.014,3.3,277
Centre Hospitalier Universitaire Vaudois (CHUV),A.3.5.P,0.352,0.401,,277
Centre Hospitalier Universitaire Vaudois (CHUV),A.3.8.M,0.047,0.011,4.3,235
Centre Hospitalier Universitaire Vaudois (CHUV),A.3.6.F,,,,27
Centre Hospitalier Universitaire Vaudois (CHUV),A.4 Troubles du rythme cardiaque, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.4.1.F,,,,576
Centre Hospitalier Universitaire Vaudois (CHUV),A.5 Traitement par pacemaker ou dEfibrillateur implantable, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.5.1.F,,,,237
Centre Hospitalier Universitaire Vaudois (CHUV),A.5.2.F,,,,65
Centre Hospitalier Universitaire Vaudois (CHUV),A.6 Traitement par ablation, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.6.1.F,,,,228
Centre Hospitalier Universitaire Vaudois (CHUV),A.6.2.F,,,,29
Centre Hospitalier Universitaire Vaudois (CHUV),A.7 OpErations du cúur, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.1.F,,,,694
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.2.F,,,,372
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.3.F,,,,191
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.4.F,,,,285
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.5.F,,,,138
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.6.F,,,,100
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.7.M,0,0.01,0,74
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.19.M,,,,1
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.20.M,0,0.01,0,73
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.8.M,0.025,0.027,0.9,81
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.9.M,0.029,0.027,1.1,68
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.10.M,0,0.027,0,13
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.23.M,0.048,0.017,2.7,21
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.11.M,0.056,0.044,1.3,36
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.12.M,0,0.013,0,82
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.13.M,,,,5
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.14.M,0,0.004,0,10
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.15.M,0,0.005,0,32
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.16.M,0,0.022,0,32
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.17.M,,,,3
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.18.P,0.305,0.082,,25
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.21.P,0,0.002,,0
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.22.P,0,0.011,,0
Centre Hospitalier Universitaire Vaudois (CHUV),"B Maladies du systËme nerveux, accident vasculaire cErEbral (attaque cErEbrale)", , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),B.1 Accident vasculaire cErEbral (attaque cErEbrale), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.1.M,0.106,0.086,1.2,706
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.2.M,0.034,0.032,1.1,29
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.3.M,0.056,0.042,1.3,177
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.4.M,0.111,0.078,1.4,342
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.5.M,0.165,0.162,1,158
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.6.P,0.591,0.412,,417
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.7.M,0.077,0.059,1.3,547
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.8.M,0.08,0.06,1.3,425
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.13.M,0.066,0.052,1.3,122
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.9.M,0.056,0.089,0.6,107
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.9.P,0.196,0.107,,107
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.14.M,0.222,0.173,1.3,45
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.14.P,0.082,0.079,,45
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.10.M,0.231,0.241,1,121
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.11.M,0.143,0.154,0.9,35
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.12.M,,,,3
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.12.P,,,,3
Centre Hospitalier Universitaire Vaudois (CHUV),B.2 Accident ischEmique transitoire (AIT), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),B.2.1.M,0.007,0.001,9.1,136
Centre Hospitalier Universitaire Vaudois (CHUV),B.2.2.P,0.632,0.328,,86
Centre Hospitalier Universitaire Vaudois (CHUV),B.3 Tumeurs malignes de l'encEphale ou des mEninges cErEbrales, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),B.3.1.F,,,,189
Centre Hospitalier Universitaire Vaudois (CHUV),B.3.2.M,0.021,0.019,1.1,48
Centre Hospitalier Universitaire Vaudois (CHUV),B.4 Epilepsie, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),B.4.1.F,,,,198
Centre Hospitalier Universitaire Vaudois (CHUV),B.4.2.F,,,,113
Centre Hospitalier Universitaire Vaudois (CHUV),B.5 SclErose en plaques, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),B.5.1.F,,,,33
Centre Hospitalier Universitaire Vaudois (CHUV),C REEducation gEriatrique prEcoce, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),C.1 REEducation gEriatrique prEcoce, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),C.1.1.F,,,,39
Centre Hospitalier Universitaire Vaudois (CHUV),C.1.2.P,,,,3
Centre Hospitalier Universitaire Vaudois (CHUV),C.1.3.S,,,,3
Centre Hospitalier Universitaire Vaudois (CHUV),D Maladies pulmonaires, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),D.1 Pneumonie, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.1.M,0.042,0.042,1,843
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.2.M,0,0,0,155
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.3.M,0,0.004,0,63
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.4.M,0,0.018,0,119
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.5.M,0.044,0.045,1,320
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.6.M,0.113,0.097,1.2,186
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.7.M,0,0.001,0,130
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.8.M,0.043,0.042,1,556
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.9.M,0,0.003,0,60
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.10.M,0,0.007,0,93
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.11.M,0.02,0.033,0.6,246
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.12.M,0.121,0.09,1.3,157
Centre Hospitalier Universitaire Vaudois (CHUV),D.2 Broncho≠pneumopathie chronique obstructive (BPCO), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),D.2.1.M,0.023,0.037,0.6,261
Centre Hospitalier Universitaire Vaudois (CHUV),D.2.2.M,0.05,0.052,1,80
Centre Hospitalier Universitaire Vaudois (CHUV),D.2.3.M,0,0.034,0,46
Centre Hospitalier Universitaire Vaudois (CHUV),D.2.4.M,0.02,0.027,0.7,49
Centre Hospitalier Universitaire Vaudois (CHUV),D.2.5.M,,,,8
Centre Hospitalier Universitaire Vaudois (CHUV),D.2.6.M,0.013,0.033,0.4,78
Centre Hospitalier Universitaire Vaudois (CHUV),D.2.6.P,0.299,0.209,,78
Centre Hospitalier Universitaire Vaudois (CHUV),D.3 Cancer du poumon (carcinome bronchique), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),D.3.1.F,,,,411
Centre Hospitalier Universitaire Vaudois (CHUV),D.4 OpErations du poumon, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),D.4.1.M,0.01,0.018,0.6,290
Centre Hospitalier Universitaire Vaudois (CHUV),D.4.2.M,,,,6
Centre Hospitalier Universitaire Vaudois (CHUV),D.4.2.P,,,,6
