hospital_name,indicator,observed_rate_2014,expected_rate_2014,SMR_2014,number_of_cases_2014
HUG,G.1.4.P,0.299,0.335,,1'191
HUG,G.2 Nouveau≠nEs, , , , 
HUG,G.2.1.F,,,,60
HUG,G.2.2.F,,,,5
HUG,G.2.3.F,,,,9
HUG,G.2.4.F,,,,16
HUG,G.2.5.F,,,,9
HUG,G.2.6.F,,,,26
HUG,G.2.7.F,,,,22
HUG,G.2.8.F,,,,382
HUG,G.2.9.F,,,,3'820
HUG,G.3 Ablation de líutErus pour affections bEnignes (hystErectomie), , , , 
HUG,G.3.1.M,0,0,0,207
HUG,G.3.2.P,0.862,0.792,,175
HUG,G.3.3.P,0.159,0.149,,13
HUG,G.3.4.P,0.439,0.322,,18
HUG,G.4 Cancer du sein, , , , 
HUG,G.4.1.F,,,,578
HUG,G.5 Interventions sur le sein, , , , 
HUG,G.5.1.F,,,,461
HUG,G.5.2.F,,,,278
HUG,G.5.3.P,0.77,0.748,,214
HUG,H Maladies des voies urinaires et des organes gEnitaux masculins, , , , 
HUG,H.1 Ablation du rein (nEphrectomie et nEphrectomie partielle), , , , 
HUG,H.1.1.M,0,0.008,0,29
HUG,H.1.2.P,,,,9
HUG,H.1.3.M,,,,9
HUG,H.1.4.P,,,,6
HUG,H.1.5.P,,,,6
HUG,H.2 Calculs rEnaux, , , , 
HUG,H.2.1.F,,,,146
HUG,H.2.2.P,0.479,0.477,,70
HUG,H.3 OpErations de la vessie, , , , 
HUG,H.3.1.F,,,,245
HUG,H.3.2.F,,,,202
HUG,H.3.3.F,,,,161
HUG,H.3.4.P,0.149,0.128,,24
HUG,H.3.5.M,0,0.053,0,15
HUG,H.3.6.M,,,,5
HUG,H.4 REsection prostatique transurEtrale (TURP), , , , 
HUG,H.4.1.M,0.01,0.003,3.1,207
HUG,H.5 Carcinome de la prostate, , , , 
HUG,H.5.1.F,,,,351
HUG,H.5.2.M,0,0.002,0,61
HUG,I Affections orthopEdiques et traumatologiques, , , , 
HUG,"I.1 Remplacement de líarticulation, endoprothËse", , , , 
HUG,I.1.1.M,0,0.003,0,373
HUG,I.1.2.M,0,0.014,0,83
HUG,I.1.3.M,0,0.001,0,261
HUG,I.1.4.M,0,0.002,0,14
HUG,I.1.5.M,0.083,0.085,1,12
HUG,I.1.6.M,,,,4
HUG,I.1.7.M,0.03,0.042,0.7,271
HUG,I.2 OpErations de la colonne vertEbrale, , , , 
HUG,I.2.1.F,,,,678
HUG,I.2.2.M,0.004,0,11.1,233
HUG,I.3 Fractures mEtaphysaires de la hanche, , , , 
HUG,I.3.1.M,0.033,0.05,0.7,337
HUG,I.3.2.M,0,0.003,0,22
HUG,I.3.3.M,0,0.009,0,17
HUG,I.3.4.M,0,0.016,0,59
HUG,I.3.5.M,0.04,0.037,1.1,75
HUG,I.3.6.M,0.061,0.057,1.1,82
HUG,I.3.7.M,0.037,0.1,0.4,82
HUG,I.3.8.M,0.03,0.04,0.8,265
HUG,"J Affections complexes, hEtErogËnes (indicateur pour peer review)", , , , 
HUG,J.1 Respiration artificielle, , , , 
HUG,J.1.1.M,0.21,0.22,1,724
HUG,J.1.2.S,169.5,,,724
HUG,J.1.3.P,0.399,0.423,,75
HUG,J.2 SepticEmie, , , , 
HUG,J.2.1.M,0.205,0.251,0.8,478
HUG,"K Affections complexes, hEtErogËnes (indicateur pour peer review)", , , , 
HUG,K.1 Respiration artificielle, , , , 
HUG,K.1.1.F,,,,88
HUG,K.1.2.F,,,,74
HUG,K.1.3.F,,,,6
HUG,"L Affections complexes, hEtErogËnes (indicateur pour peer review)", , , , 
HUG,L.1 Respiration artificielle, , , , 
HUG,L.1.1.F,,,,0
HUG,L.1.2.F,,,,0
HUG,L.1.3.F,,,,0
HUG,L.2 Respiration artificielle, , , , 
HUG,L.2.1.F,,,,2
HUG,L.2.2.F,,,,2
HUG,L.3 Respiration artificielle, , , , 
HUG,L.3.1.F,,,,47
HUG,L.3.2.F,,,,45
HUG,L.3.3.F,,,,2
HUG,L.3.4.F,,,,2
HUG,L.4 Respiration artificielle, , , , 
HUG,L.4.1.F,,,,12
HUG,L.5 Respiration artificielle, , , , 
HUG,L.5.1.F,,,,29
HUG,L.5.2.F,,,,13
HUG,L.5.3.F,,,,14
HUG,L.5.4.F,,,,1
HUG,L.5.5.F,,,,3
HUG,L.6 Respiration artificielle, , , , 
HUG,L.6.1.F,,,,76
HUG,L.6.2.F,,,,72
HUG,L.6.3.F,,,,4
HUG,L.6.4.F,,,,...
HUG,L.6.5.F,,,,...
HUG,L.6.6.F,,,,-
HUG,L.6.7.F,,,,-
HUG,Z Informations supplEmentaires, , , , 
HUG,Z.1 DurEe de sEjour, , , , 
HUG,A.1.1.X,9,,,553
HUG,B.1.7.X,19.3,,,769
HUG,E.1.1.X,6,,,472
HUG,E.2.1.X,3.2,,,551
HUG,F.1.1.X,11.7,,,35
HUG,G.3.1.X,3.7,,,207
HUG,H.4.1.X,4.7,,,207
HUG,I.1.1.X,7.6,,,373
HUG,I.1.3.X,9.3,,,261
HUG,Z.1.1.X,2.5,,,185
institution,indicator,taux observE 2014,taux attendu 2014,SMR 2014,nombre de cas 2014
Centre Hospitalier Universitaire Vaudois (CHUV),A Maladies cardiaques, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.1 Infarctus du myocarde, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.1.M,0.039,0.054,0.7,642
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.2.M,0,0.011,0,30
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.3.M,0.03,0.016,1.9,235
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.4.M,0.047,0.058,0.8,295
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.5.M,0.049,0.16,0.3,82
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.6.P,0.872,0.623,,560
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.7.M,0.057,0.073,0.8,335
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.8.M,0.027,0.038,0.7,221
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.9.P,0.016,0.019,,10
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.10.M,0.058,0.063,0.9,277
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.11.M,0.02,0.041,0.5,351
Centre Hospitalier Universitaire Vaudois (CHUV),A.2 Insuffisance cardiaque, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.2.1.M,0.081,0.086,0.9,628
Centre Hospitalier Universitaire Vaudois (CHUV),A.2.2.M,0.133,0.045,2.9,15
Centre Hospitalier Universitaire Vaudois (CHUV),A.2.3.M,0.032,0.045,0.7,93
Centre Hospitalier Universitaire Vaudois (CHUV),A.2.4.M,0.053,0.069,0.8,264
Centre Hospitalier Universitaire Vaudois (CHUV),A.2.5.M,0.125,0.121,1,256
Centre Hospitalier Universitaire Vaudois (CHUV),A.2.6.P,0.445,0.525,,101
Centre Hospitalier Universitaire Vaudois (CHUV),A.3 CathEtErisme cardiaque, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.3.1.F,,,,1'379
Centre Hospitalier Universitaire Vaudois (CHUV),A.3.2.M,0.027,0.036,0.7,515
Centre Hospitalier Universitaire Vaudois (CHUV),A.3.4.M,0.018,0.014,1.3,495
Centre Hospitalier Universitaire Vaudois (CHUV),A.3.5.M,0.047,0.012,4,215
Centre Hospitalier Universitaire Vaudois (CHUV),A.3.5.P,0.298,0.384,,215
Centre Hospitalier Universitaire Vaudois (CHUV),A.3.6.F,,,,25
Centre Hospitalier Universitaire Vaudois (CHUV),A.4 Troubles du rythme cardiaque, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.4.1.F,,,,546
Centre Hospitalier Universitaire Vaudois (CHUV),A.5 Traitement par pacemaker ou dEfibrillateur implantable, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.5.1.F,,,,202
Centre Hospitalier Universitaire Vaudois (CHUV),A.5.2.F,,,,64
Centre Hospitalier Universitaire Vaudois (CHUV),A.6 Traitement par ablation, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.6.1.F,,,,206
Centre Hospitalier Universitaire Vaudois (CHUV),A.6.2.F,,,,40
Centre Hospitalier Universitaire Vaudois (CHUV),A.7 OpErations du cúur, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.1.F,,,,662
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.2.F,,,,334
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.3.F,,,,211
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.4.F,,,,253
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.5.F,,,,119
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.6.F,,,,111
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.7.M,0,0.015,0,61
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.8.M,0.057,0.053,1.1,53
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.9.M,0.06,0.052,1.2,50
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.10.M,,,,3
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.11.M,0,0.038,0,36
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.12.M,0,0.011,0,123
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.13.M,0,0.011,0,10
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.14.M,0,0.004,0,30
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.15.M,0,0.008,0,31
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.16.M,0,0.016,0,40
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.17.M,0,0.019,0,12
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.18.P,0.358,0.114,,44
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.19.M,,,,1
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.20.M,0,0.009,0,60
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.21.P,0,0.002,,0
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.22.P,,,,-
Centre Hospitalier Universitaire Vaudois (CHUV),B.1 Accident vasculaire cErEbral (attaque cErEbrale), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.1.M,0.105,0.095,1.1,724
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.2.M,0.088,0.057,1.5,57
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.3.M,0.052,0.044,1.2,173
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.4.M,0.119,0.09,1.3,353
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.5.M,0.142,0.184,0.8,141
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.6.P,0.485,0.288,,351
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.7.M,0.059,0.065,0.9,559
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.8.M,0.061,0.066,0.9,458
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.9.M,0.096,0.081,1.2,73
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.9.P,0.131,0.082,,73
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.10.M,0.29,0.243,1.2,107
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.11.M,0.173,0.166,1,52
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.12.M,,,,6
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.12.P,,,,6
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.13.M,0.05,0.056,0.9,101
Centre Hospitalier Universitaire Vaudois (CHUV),B.2 Accident ischEmique transitoire (AIT), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),B.2.1.M,0,0.003,0,122
Centre Hospitalier Universitaire Vaudois (CHUV),B.2.2.P,0.361,0.173,,44
Centre Hospitalier Universitaire Vaudois (CHUV),C REEducation gEriatrique prEcoce, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),C.1 REEducation gEriatrique prEcoce, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),C.1.1.F,,,,0
Centre Hospitalier Universitaire Vaudois (CHUV),C.1.2.P,,,,0
Centre Hospitalier Universitaire Vaudois (CHUV),C.1.3.S,,,,0
Centre Hospitalier Universitaire Vaudois (CHUV),D Maladies pulmonaires, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),D.1 Pneumonie, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.1.M,0.029,0.046,0.6,666
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.2.M,0,0,,97
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.3.M,0,0.005,0,39
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.4.M,0.029,0.02,1.5,104
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.5.M,0.036,0.052,0.7,278
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.6.M,0.041,0.097,0.4,148
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.7.M,0,0,,78
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.8.M,0.026,0.043,0.6,455
Centre Hospitalier Universitaire Vaudois (CHUV),D.2 Broncho≠pneumopathie chronique obstructive (BPCO), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),D.2.1.M,0.019,0.043,0.4,215
Centre Hospitalier Universitaire Vaudois (CHUV),D.2.2.M,0.016,0.07,0.2,63
Centre Hospitalier Universitaire Vaudois (CHUV),D.2.3.M,0,0.029,0,29
Centre Hospitalier Universitaire Vaudois (CHUV),D.2.4.M,0.036,0.021,1.7,28
Centre Hospitalier Universitaire Vaudois (CHUV),D.2.5.M,0,0.05,0,18
Centre Hospitalier Universitaire Vaudois (CHUV),D.2.6.M,0.026,0.037,0.7,77
Centre Hospitalier Universitaire Vaudois (CHUV),D.2.6.P,0.358,0.241,,77
Centre Hospitalier Universitaire Vaudois (CHUV),D.3 Cancer du poumon (carcinome bronchique), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),D.3.1.F,,,,747
Centre Hospitalier Universitaire Vaudois (CHUV),D.4 OpErations du poumon, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),D.4.1.M,0.021,0.021,1,286
Centre Hospitalier Universitaire Vaudois (CHUV),D.4.2.M,0.1,0.144,0.7,10
Centre Hospitalier Universitaire Vaudois (CHUV),D.4.2.P,0.07,0.069,,10
Centre Hospitalier Universitaire Vaudois (CHUV),D.4.3.M,0.023,0.023,1,133
Centre Hospitalier Universitaire Vaudois (CHUV),D.4.4.P,0.077,0.048,,11
Centre Hospitalier Universitaire Vaudois (CHUV),D.4.5.M,0.041,0.058,0.7,49
Centre Hospitalier Universitaire Vaudois (CHUV),E OpErations des organes abdominaux et de la thyroÔde (chirurgie viscErale), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),E.1 Ablation de la vEsicule biliaire (cholEcystectomie), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),E.1.1.M,0,0.002,0,211
Centre Hospitalier Universitaire Vaudois (CHUV),E.1.2.P,0.981,0.95,,207
Centre Hospitalier Universitaire Vaudois (CHUV),E.2 REparations de hernie, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),E.2.1.M,0.005,0.001,4.1,196
Centre Hospitalier Universitaire Vaudois (CHUV),E.2.2.M,0.125,0.064,1.9,16
Centre Hospitalier Universitaire Vaudois (CHUV),E.2.3.P,,,,2
Centre Hospitalier Universitaire Vaudois (CHUV),E.2.4.P,0.887,0.939,,55
Centre Hospitalier Universitaire Vaudois (CHUV),E.3 OpErations de la thyroÔde, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),E.3.1.F,,,,94
Centre Hospitalier Universitaire Vaudois (CHUV),E.3.2.P,,,,2
Centre Hospitalier Universitaire Vaudois (CHUV),E.3.3.F,,,,80
Centre Hospitalier Universitaire Vaudois (CHUV),E.4 Maladies du cÙlon et du rectum (opErations colorectales), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),E.4.1.M,0.075,0.049,1.5,292
Centre Hospitalier Universitaire Vaudois (CHUV),E.4.2.M,0,0.031,0,63
Centre Hospitalier Universitaire Vaudois (CHUV),E.4.3.M,0.125,0.111,1.1,16
Centre Hospitalier Universitaire Vaudois (CHUV),E.4.4.M,0,0.017,0,46
Centre Hospitalier Universitaire Vaudois (CHUV),E.4.5.M,0,0.003,0,12
Centre Hospitalier Universitaire Vaudois (CHUV),E.4.6.M,0,0.049,0,16
Centre Hospitalier Universitaire Vaudois (CHUV),E.4.7.M,0.455,0.396,1.1,33
Centre Hospitalier Universitaire Vaudois (CHUV),E.4.8.F,,,,93
Centre Hospitalier Universitaire Vaudois (CHUV),E.4.11.F,,,,464
Centre Hospitalier Universitaire Vaudois (CHUV),E.4.12.F,,,,131
Centre Hospitalier Universitaire Vaudois (CHUV),E.4.13.M,0,0,,13
Centre Hospitalier Universitaire Vaudois (CHUV),E.4.14.P,,,,5
Centre Hospitalier Universitaire Vaudois (CHUV),E.5 OpErations de líestomac, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),E.5.1.F,,,,40
Centre Hospitalier Universitaire Vaudois (CHUV),E.5.2.M,,,,4
Centre Hospitalier Universitaire Vaudois (CHUV),E.5.3.M,0.1,0.064,1.6,20
Centre Hospitalier Universitaire Vaudois (CHUV),E.5.4.F,,,,78
Centre Hospitalier Universitaire Vaudois (CHUV),E.5.5.M,0.028,0.036,0.8,72
Centre Hospitalier Universitaire Vaudois (CHUV),E.6 OpErations de líúsophage, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),E.6.1.M,0.055,0.057,1,55
Centre Hospitalier Universitaire Vaudois (CHUV),E.7 OpErations du pancrEas, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),E.7.1.M,0.036,0.062,0.6,55
Centre Hospitalier Universitaire Vaudois (CHUV),F Affections des vaisseaux, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),F.1 OpErations des artËres cErEbrales, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),F.1.1.M,0,0.003,0,48
Centre Hospitalier Universitaire Vaudois (CHUV),F.1.2.M,0.083,0.035,2.4,12
Centre Hospitalier Universitaire Vaudois (CHUV),F.1.3.F,,,,2
Centre Hospitalier Universitaire Vaudois (CHUV),F.1.4.F,,,,84
Centre Hospitalier Universitaire Vaudois (CHUV),F.2 Dilatation de líaorte (anEvrisme de líaorte), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),F.2.1.F,,,,124
Centre Hospitalier Universitaire Vaudois (CHUV),F.2.1.F,,,,124
Centre Hospitalier Universitaire Vaudois (CHUV),F.2.2.M,0.1,0.056,1.8,10
Centre Hospitalier Universitaire Vaudois (CHUV),F.2.3.M,0,0.01,0,38
Centre Hospitalier Universitaire Vaudois (CHUV),F.2.4.F,,,,57
Centre Hospitalier Universitaire Vaudois (CHUV),F.2.5.M,0.536,0.458,1.2,28
Centre Hospitalier Universitaire Vaudois (CHUV),F.3 OpErations des artËres du bassin et des jambes, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),F.3.1.F,,,,220
Centre Hospitalier Universitaire Vaudois (CHUV),F.3.2.M,0,0.005,0,52
Centre Hospitalier Universitaire Vaudois (CHUV),F.3.3.M,,,,9
