hospital_name,indicator,observed_rate_2017,expected_rate_2017,SMR_2017,number_of_cases_2017
HUG,E.4.8.M,0.034,0.053,0.6,89
HUG,E.4.14.P,0,0.035,,0
HUG,E.4.15.M,,,,6
HUG,E.4.15.P,,,,6
HUG,E.4.16.M,,,,1
HUG,E.4.16.P,,,,1
HUG,E.5 Maladies de l'estomac, , , , 
HUG,E.5.4.F,,,,113
HUG,E.5.5.M,0.043,0.035,1.2,138
HUG,E.5.1.F,,,,135
HUG,E.5.2.M,0,0.023,0,20
HUG,E.5.3.M,,,,9
HUG,E.5.6.M,0.009,0.015,0.6,106
HUG,E.6 OpErations de l'úsophage, , , , 
HUG,E.6.1.M,0.062,0.044,1.4,16
HUG,E.7 OpErations du pancrEas, , , , 
HUG,E.7.1.M,0.049,0.053,0.9,61
HUG,E.7.2.M,0.026,0.043,0.6,38
HUG,E.8 Interventions bariatriques, , , , 
HUG,E.8.1.M,0,0.001,0,84
HUG,F Affections des vaisseaux, , , , 
HUG,F.1 OpErations des artËres cErEbrales, , , , 
HUG,F.1.1.M,0,0.006,0,53
HUG,F.1.2.M,0.034,0.044,0.8,29
HUG,F.1.3.F,,,,2
HUG,F.1.4.F,,,,95
HUG,F.2 Maladies de l'aorte, , , , 
HUG,F.2.1.F,,,,65
HUG,F.2.7.F,,,,33
HUG,F.2.2.M,,,,9
HUG,F.2.3.M,0,0.008,0,16
HUG,F.2.8.M,,,,1
HUG,F.2.9.M,,,,4
HUG,F.2.4.F,,,,32
HUG,F.2.10.M,0.1,0.064,1.6,10
HUG,F.2.11.M,0.059,0.074,0.8,17
HUG,F.2.12.M,,,,4
HUG,F.2.5.M,0.4,0.487,0.8,10
HUG,F.2.6.M,,,,4
HUG,F.3 OpErations des artËres du bassin et des jambes, , , , 
HUG,F.3.1.M,0.02,0.035,0.6,102
HUG,F.3.2.M,0,0.004,0,15
HUG,F.3.3.M,,,,6
HUG,F.3.4.M,,,,6
HUG,F.3.5.M,0,0.056,0,33
HUG,F.3.6.M,0.091,0.057,1.6,11
HUG,F.3.7.M,0,0.009,0,13
HUG,F.3.8.F,,,,6
HUG,F.3.9.F,,,,12
HUG,F.4 Amputations, , , , 
HUG,F.4.1.M,0,0.022,0,62
HUG,F.4.2.M,0.13,0.108,1.2,23
HUG,F.5 Angioplasties transluminales percutanEes (ATP), , , , 
HUG,F.5.1.F,,,,245
HUG,F.5.4.F,,,,33
HUG,F.5.5.F,,,,9
HUG,F.5.6.F,,,,32
HUG,F.5.7.F,,,,171
HUG,F.5.2.F,,,,38
HUG,F.5.3.F,,,,13
HUG,F.6 Fistule artErio≠veineuse, , , , 
HUG,F.6.1.F,,,,5
HUG,G GynEcologie et obstEtrique, , , , 
HUG,G.1 Accouchements, , , , 
HUG,G.1.1.F,,,,4'078
HUG,G.1.1.P,0,0,,0
HUG,G.1.2.P,0.024,0.029,,70
HUG,G.1.3.P,0.165,0.168,,476
HUG,G.1.4.P,0.292,0.321,,1'189
HUG,G.1.5.P,0.244,0.268,,866
HUG,G.1.6.P,0.216,0.238,,525
HUG,G.1.7.P,0.304,0.343,,341
HUG,G.2 Nouveau≠nEs, , , , 
HUG,G.2.1.F,,,,43
HUG,G.2.2.F,,,,1
HUG,G.2.3.F,,,,2
HUG,G.2.4.F,,,,10
HUG,G.2.5.F,,,,12
HUG,G.2.6.F,,,,19
HUG,G.2.7.F,,,,29
HUG,G.2.8.F,,,,326
HUG,G.2.9.F,,,,3'986
HUG,G.3 Ablation de l'utErus pour affections bEnignes (hystErectomie), , , , 
HUG,G.3.1.M,0,0.001,0,240
HUG,G.3.2.P,0.799,0.842,,191
HUG,G.3.5.P,0.159,0.378,,38
HUG,G.3.7.P,0.64,0.464,,153
HUG,G.3.3.P,0.111,0.091,,12
HUG,G.3.4.P,0.388,0.353,,19
HUG,G.4 Tumeurs malignes du sein et des organes gEnitaux fEminins, , , , 
HUG,G.4.1.F,,,,412
HUG,G.4.2.F,,,,621
HUG,G.4.3.F,,,,89
HUG,G.4.4.M,0.031,0.007,4.3,32
HUG,G.4.5.F,,,,87
HUG,G.4.6.M,0,0.002,0,35
HUG,G.5 Interventions sur le sein, , , , 
HUG,G.5.1.F,,,,419
HUG,G.5.2.F,,,,268
HUG,G.5.3.P,0.716,0.735,,192
HUG,G.6 Interventions sur le plancher pelvien chez la femme, , , , 
HUG,G.6.1.F,,,,120
HUG,G.6.2.F,,,,96
HUG,G.6.3.F,,,,23
HUG,G.6.4.F,,,,1
HUG,H Maladies des voies urinaires et des organes gEnitaux masculins, , , , 
HUG,H.1 Ablation du rein (nEphrectomie et nEphrectomie partielle), , , , 
HUG,H.1.5.M,0,0,,11
HUG,H.1.5.P,0.423,0.417,,11
HUG,H.1.6.P,,,,5
HUG,H.1.7.M,,,,5
HUG,H.1.8.M,0,0.011,0,15
HUG,H.1.9.P,,,,6
HUG,H.1.10.M,,,,7
HUG,H.2 Calculs rEnaux, , , , 
HUG,H.2.1.F,,,,165
HUG,H.2.2.P,0.624,0.496,,103
HUG,H.3 OpErations de la vessie, , , , 
HUG,H.3.1.F,,,,274
HUG,H.3.2.F,,,,247
HUG,H.3.3.F,,,,189
HUG,H.3.4.P,0.101,0.157,,19
HUG,H.3.5.M,0.05,0.046,1.1,20
HUG,H.3.6.M,,,,3
HUG,H.4 REsection prostatique transurEtrale (TURP), , , , 
HUG,H.4.2.P,0.065,0.027,,12
HUG,H.4.3.M,0,0.001,0,139
HUG,H.4.4.M,0,0.001,0,47
HUG,H.5 Carcinome de la prostate, , , , 
HUG,H.5.1.F,,,,236
HUG,H.5.2.M,0,0.001,0,78
HUG,"I Maladies des os, des articulations et du tissu conjonctif", , , , 
HUG,"I.1 Remplacement de l'articulation, endoprothËse", , , , 
HUG,I.1.8.M,0.007,0.001,7.5,274
HUG,I.1.9.M,0.027,0.044,0.6,149
HUG,I.1.10.M,0.026,0.028,0.9,77
HUG,I.1.11.P,0.095,0.016,,26
HUG,I.1.12.M,0,0.004,0,29
HUG,I.1.13.M,,,,1
HUG,I.1.14.M,0,0.019,0,32
HUG,I.1.15.M,0,0,0,163
HUG,I.1.16.M,0,0.001,0,10
HUG,I.1.17.P,0.08,0.014,,13
HUG,I.1.18.M,0,0.001,0,14
HUG,I.1.19.M,,,,0
HUG,I.1.20.M,0.071,0.01,7.1,14
HUG,I.1.21.M,0.048,0.026,1.8,21
HUG,I.1.22.M,,,,0
HUG,I.2 Traitements/opErations de la colonne vertEbrale et de la moelle EpiniËre, , , , 
HUG,I.2.3.F,,,,785
HUG,I.2.4.F,,,,84
HUG,I.2.5.M,0.071,0.054,1.3,14
HUG,"I.2.6.M Raidissement de la colonne vertEbrale ou remplacement de corps vertEbral en cas de traumatisme (rEparations complexes et OP de la moelle EpiniËre incluses), mortalitE",0.011,0.018,0.6,95
HUG,I.2.18.M,,,,5
HUG,I.2.7.M,0,0.002,0,39
HUG,I.2.8.M,0,0,0,120
HUG,I.2.9.M,0,0,0,58
HUG,I.2.10.M,0,0.003,0,43
HUG,"I.2.11.M Discectomie (sans tumeur, traumatisme, OP complexe de la colonne vertEbrale), mortalitE",0,0,,179
HUG,"I.2.12.M DEcompression de la colonne vertEbrale sans autres interventions ‡ la colonne vertEbrale, mortalitE",0,0.001,0,72
HUG,I.2.13.M,0.029,0.003,10.9,35
HUG,I.2.14.M,0.016,0.01,1.7,126
HUG,I.2.15.P,,,,1
HUG,I.2.16.F,,,,31
HUG,I.2.17.F,,,,697
HUG,I.3 Fractures mEtaphysaires de la hanche, , , , 
HUG,I.3.1.M,0.03,0.036,0.8,401
HUG,I.3.2.M,0,0,,29
HUG,I.3.3.M,0,0.006,0,27
HUG,I.3.4.M,0.039,0.018,2.2,77
HUG,I.3.5.M,0.013,0.027,0.5,79
HUG,I.3.6.M,0.033,0.05,0.7,92
HUG,I.3.7.M,0.052,0.065,0.8,97
HUG,I.3.8.M,0.019,0.034,0.6,367
HUG,"I.4 Tumeurs malignes des os, des articulations et du tissu conjonctif", , , , 
HUG,I.4.1.F,,,,106
HUG,"J Affections complexes, hEtErogËnes (indicateur pour peer review)", , , , 
HUG,J.1 Respiration artificielle, , , , 
HUG,J.1.1.M,0.219,0.235,0.9,720
HUG,J.1.4.M,0.215,0.233,0.9,693
HUG,J.1.5.M,0.192,0.216,0.9,427
HUG,J.1.6.M,0.259,0.257,1,293
HUG,J.1.2.S,149.3,,,720
HUG,J.1.3.P,0.398,0.417,,70
HUG,J.2 SepticEmie, , , , 
HUG,J.2.1.M,0.243,0.234,1,503
HUG,J.2.2.M,0.274,0.24,1.1,430
HUG,J.2.3.M,0.055,0.114,0.5,73
HUG,J.2.4.M,0.139,0.112,1.2,882
HUG,J.2.5.M,0.3,0.361,0.8,220
HUG,J.3 Insuffisance rEnale aux produits de contraste, , , , 
HUG,J.3.1.P,0.121,0.066,,277
HUG,K Affections de la peau, , , , 
HUG,K.1 Affections de la peau, , , , 
HUG,K.1.1.F,,,,44
HUG,K.1.2.F,,,,70
HUG,K.1.3.F,,,,9
HUG,L MEdecine hautement spEcialisEe, , , , 
HUG,L.1 Transplantations cardiaques, , , , 
HUG,L.1.1.F,,,,0
HUG,L.1.2.F,,,,0
HUG,L.1.3.F,,,,0
HUG,L.2 Transplantations pulmonaires, , , , 
HUG,L.2.1.F,,,,1
HUG,L.2.2.F,,,,1
HUG,L.3 Transplantations hEpatiques, , , , 
HUG,L.3.1.F,,,,45
HUG,L.3.2.F,,,,33
HUG,L.3.3.F,,,,12
HUG,L.3.4.F,,,,3
HUG,L.4 Transplantations du pancrEas, , , , 
HUG,L.4.1.F,,,,12
HUG,L.5 Transplantations rEnales, , , , 
HUG,L.5.1.F,,,,33
HUG,L.5.2.F,,,,13
HUG,L.5.3.F,,,,18
HUG,L.5.4.F,,,,2
HUG,L.5.5.F,,,,1
HUG,L.5.6.F,,,,0
HUG,L.6 Transplantations/transfusions de cellules souches, , , , 
HUG,L.6.1.F,,,,59
HUG,L.6.2.F,,,,19
HUG,L.6.3.F,,,,1
HUG,L.6.4.F,,,,40
HUG,L.6.5.F,,,,0
HUG,L.6.8.F,,,,0
HUG,L.7 ChimiothErapie hyperthermique, , , , 
HUG,L.7.1.F ChimiothErapie intrapEritonEale hyperthermique [HIPEC],,,,12
HUG,L.7.2.F ChimiothErapie hyperthermique intrathoracique [HITOC],,,,0
HUG,Z Informations supplEmentaires, , , , 
HUG,Z.1 DurEe de sEjour, , , , 
HUG,A.1.12.X,8.7,,,601
HUG,B.1.15.X,20.9,,,984
HUG,E.1.1.X,4.8,,,456
HUG,E.2.1.X,3.4,,,558
HUG,F.1.5.X,12.9,,,52
HUG,G.3.1.X,3.7,,,240
HUG,H.4.5.X,5.3,,,186
HUG,I.1.23.X,8.3,,,273
HUG,I.1.24.X,9.1,,,163
HUG,Z.1.1.X,2.7,,,218
HUG,Z.2 Transferts (pourcentage), , , , 
HUG,A.1.1.V,0.065,0.278,,37
HUG,A.2.1.V,,,,9
HUG,A.3.2.V,0.076,0.242,,35
HUG,A.3.4.V,0.038,0.068,,14
HUG,A.7.7.V,0,0.028,,0
HUG,A.7.11.V,0,0.053,,0
HUG,A.7.12.V,0,0.021,,0
HUG,B.1.1.V,,,,3
HUG,B.1.7.V,,,,3
HUG,D.1.8.V,,,,6
HUG,D.2.1.V,,,,3
HUG,E.4.1.V,0,0.022,,0
HUG,F.2.13.V,0,0.021,,0
HUG,F.3.1.V,0,0.05,,0
HUG,I.1.8.V,0,0.006,,0
HUG,J.1.1.V,,,,5
HUG,J.2.1.V,,,,1
institution,indicator,taux observE 2017,taux attendu 2017,SMR 2017,nombre de cas 2017
Centre Hospitalier Universitaire Vaudois (CHUV),A Maladies cardiaques, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.1 Infarctus du myocarde, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.1.M,0.06,0.055,1.1,667
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.2.M,0.033,0.016,2,30
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.3.M,0.034,0.018,1.9,232
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.4.M,0.056,0.051,1.1,306
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.5.M,0.141,0.162,0.9,99
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.7.M,0.084,0.074,1.1,383
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.8.M,0.039,0.038,1,206
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.14.P,0.855,0.629,,570
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.15.P,0.846,0.596,,390
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.16.P,0.874,0.735,,180
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.17.P,0.848,0.6,,391
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.9.P,,,,7
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.10.M,0.067,0.071,1,372
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.10.P,0.558,0.414,,372
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.11.M,0.042,0.038,1.1,288
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.13.M,0.117,0.156,0.8,273
Centre Hospitalier Universitaire Vaudois (CHUV),A.2 Insuffisance cardiaque, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.2.1.M,0.064,0.077,0.8,729
Centre Hospitalier Universitaire Vaudois (CHUV),A.2.2.M,0,0.025,0,17
Centre Hospitalier Universitaire Vaudois (CHUV),A.2.3.M,0.014,0.028,0.5,71
Centre Hospitalier Universitaire Vaudois (CHUV),A.2.4.M,0.063,0.063,1,364
Centre Hospitalier Universitaire Vaudois (CHUV),A.2.5.M,0.083,0.111,0.7,277
Centre Hospitalier Universitaire Vaudois (CHUV),A.2.6.P,0.469,0.568,,107
Centre Hospitalier Universitaire Vaudois (CHUV),A.3 CathEtErisme cardiaque, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.3.1.F,,,,1'349
Centre Hospitalier Universitaire Vaudois (CHUV),A.3.2.M,0.017,0.029,0.6,526
Centre Hospitalier Universitaire Vaudois (CHUV),A.3.4.M,0.022,0.014,1.6,455
Centre Hospitalier Universitaire Vaudois (CHUV),A.3.7.M,0.024,0.014,1.7,375
Centre Hospitalier Universitaire Vaudois (CHUV),A.3.5.M,0.03,0.009,3.5,166
Centre Hospitalier Universitaire Vaudois (CHUV),A.3.5.P,0.265,0.416,,166
Centre Hospitalier Universitaire Vaudois (CHUV),A.3.8.M,0.033,0.007,4.8,151
Centre Hospitalier Universitaire Vaudois (CHUV),A.3.6.F,,,,27
Centre Hospitalier Universitaire Vaudois (CHUV),A.4 Troubles du rythme cardiaque, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.4.1.F,,,,647
Centre Hospitalier Universitaire Vaudois (CHUV),A.5 Traitement par pacemaker ou dEfibrillateur implantable, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.5.1.F,,,,224
Centre Hospitalier Universitaire Vaudois (CHUV),A.5.2.F,,,,68
Centre Hospitalier Universitaire Vaudois (CHUV),A.6 Traitement par ablation, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.6.1.F,,,,242
Centre Hospitalier Universitaire Vaudois (CHUV),A.6.2.F,,,,33
Centre Hospitalier Universitaire Vaudois (CHUV),A.7 OpErations du cúur, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.1.F,,,,667
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.2.F,,,,380
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.3.F,,,,184
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.4.F,,,,261
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.5.F,,,,143
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.6.F,,,,85
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.24.F,,,,131
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.7.M,0,0.012,0,50
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.19.M,,,,4
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.20.M,0,0.01,0,46
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.25.M,0,0.005,0,50
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.26.M,,,,3
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.27.M,0.038,0.041,0.9,78
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.8.M,0.029,0.028,1,70
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.9.M,0.029,0.024,1.2,69
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.10.M,,,,1
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.23.M,0.087,0.039,2.2,23
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.11.M,0.065,0.021,3.1,31
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.28.M,0.069,0.012,5.9,29
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.12.M,0.023,0.012,1.9,88
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.13.M,,,,8
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.14.M,0,0.008,0,18
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.15.M,0.031,0.009,3.7,32
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.16.M,0.043,0.015,2.8,23
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.17.M,,,,7
Centre Hospitalier Universitaire Vaudois (CHUV),"A.7.29.M OP des vaisseaux coronaires avec autre OP du cúur (‚ge >19), mortalitE",0.063,0.054,1.2,63
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.18.P,0.125,0.076,,11
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.21.P,0,0,,0
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.22.P,,,,1
Centre Hospitalier Universitaire Vaudois (CHUV),"B Maladies du systËme nerveux, accident vasculaire cErEbral (attaque cErEbrale)", , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),B.1 Accident vasculaire cErEbral (attaque cErEbrale), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.1.M,0.089,0.083,1.1,857
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.2.M,0.067,0.036,1.9,60
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.3.M,0.059,0.037,1.6,188
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.4.M,0.097,0.075,1.3,424
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.5.M,0.108,0.161,0.7,185
Centre Hospitalier Universitaire Vaudois (CHUV),"B.1.19.P DP accident vasculaire cErEbral (‚ge >19) avec traitement en unitE cErEbro≠vasculaire, admissions directes, pourcentage",0.552,0.428,,356
Centre Hospitalier Universitaire Vaudois (CHUV),"B.1.20.P DP accident vasculaire cErEbral (‚ge >19) avec traitement en unitE cErEbro≠vasculaire, transfErE d'un autre hÙpital, pourcentage",0.368,0.351,,78
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.7.M,0.045,0.055,0.8,665
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.8.M,0.043,0.056,0.8,513
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.13.M,0.053,0.049,1.1,152
