hospital_name,indicator,observed_rate_2010,expected_rate_2010,SMR_2010,number_of_cases_2010
HUG,H.1 Ablation du rein (nEphrectomie et nEphrectomie partielle), , , , 
HUG,H.1.1.M,0.015,0.016,1,66
HUG,H.1.2.P,0.242,0.222,,16
HUG,"H.1.3.P NEphrectomie partielle, pourcentage",0.165,0.244,,13
HUG,H.1.3.M,0,0,,13
HUG,H.1.4.P,,,,<10
HUG,H.2 Calculs rEnaux, , , , 
HUG,H.2.1.F,,,,298
HUG,H.2.2.P,0.574,0.44,,171
HUG,H.3 OpErations de la vessie, , , , 
HUG,H.3.1.F,,,,219
HUG,H.3.2.F,,,,190
HUG,H.3.3.F,,,,145
HUG,H.3.4.P,0.372,0.066,,54
HUG,H.3.5.M,0.053,0.034,1.6,19
HUG,H.4 REsection prostatique transurEtrale (TURP), , , , 
HUG,H.4.1.M,0,0.002,0,202
HUG,H.5 Carcinome de la prostate, , , , 
HUG,H.5.1.F,,,,341
HUG,H.5.2.M,0,0.001,0,55
HUG,I Affections orthopEdiques et traumatologiques, , , , 
HUG,"I.1 Remplacement de l'articulation, endoprothËse totale (EPT)", , , , 
HUG,I.1.1.M,0.003,0.002,1.6,323
HUG,I.1.2.M,0.029,0.008,3.7,34
HUG,I.1.3.M,0,0.001,0,263
HUG,I.1.4.M,0,0.008,0,24
HUG,I.1.5.M,,,,0
HUG,I.2 OpErations de la colonne vertEbrale, , , , 
HUG,I.2.1.F,,,,550
HUG,I.2.2.M,0,0.001,0,219
HUG,I.3 Fractures mEtaphysaires de la hanche, , , , 
HUG,I.3.1.M,0.009,0.044,0.2,318
HUG,I.3.2.M,0,0.009,0,34
HUG,I.3.3.M,0,0.022,0,22
HUG,I.3.4.M,0.013,0.025,0.5,77
HUG,I.3.5.M,0.022,0.042,0.5,45
HUG,I.3.6.M,0,0.051,0,91
HUG,I.3.7.M,0.02,0.097,0.2,49
HUG,I.3.8.M,0.031,0.037,0.8,323
HUG,"J Affections complexes, hEtErogËnes (indicateur pour peer review)", , , , 
HUG,J.1 Respiration artificielle, , , , 
HUG,J.1.1.M,0.299,0.272,1.1,294
HUG,J.2 Etats septiques, , , , 
HUG,J.2.1.M,0.215,0.184,1.2,534
institution,indicator,taux observE 2010,taux attendu 2010,SMR 2010,nombre de cas 2010
Centre Hospitalier Universitaire Vaudois (CHUV),A Maladies cardiaques, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.1 Infarctus du myocarde, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.1.M,0.054,0.059,0.9,687
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.2.M,0,0.012,0,27
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.3.M,0.008,0.016,0.5,255
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.4.M,0.052,0.064,0.8,324
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.5.M,0.222,0.191,1.2,81
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.6.P,0.852,0.548,,585
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.7.M,0.103,0.092,1.1,312
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.8.M,0.019,0.031,0.6,258
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.9.P,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.10.M,0.063,0.067,0.9,349
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.11.M,0.039,0.043,0.9,331
Centre Hospitalier Universitaire Vaudois (CHUV),A.2 Insuffisance cardiaque, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.2.1.M,0.068,0.087,0.8,503
Centre Hospitalier Universitaire Vaudois (CHUV),A.2.2.M,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),A.2.3.M,0.05,0.036,1.4,80
Centre Hospitalier Universitaire Vaudois (CHUV),A.2.4.M,0.048,0.075,0.6,249
Centre Hospitalier Universitaire Vaudois (CHUV),A.2.5.M,0.101,0.13,0.8,168
Centre Hospitalier Universitaire Vaudois (CHUV),A.3 CathEtErisme cardiaque gauche (CCG), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.3.1.F,,,,1'560
Centre Hospitalier Universitaire Vaudois (CHUV),A.3.2.M,0.022,0.032,0.7,555
Centre Hospitalier Universitaire Vaudois (CHUV),"A.3.3.M Cas avec CCG sans infarctus du myocarde avec diagnostic de complications (‚ge >19), mortalitE",0.148,0.115,1.3,108
Centre Hospitalier Universitaire Vaudois (CHUV),A.3.4.M,0.008,0.004,1.8,766
Centre Hospitalier Universitaire Vaudois (CHUV),A.3.5.P,0.298,0.381,,228
Centre Hospitalier Universitaire Vaudois (CHUV),A.3.6.F,,,,37
Centre Hospitalier Universitaire Vaudois (CHUV),A.4 Troubles du rythme cardiaque, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.4.1.F,,,,536
Centre Hospitalier Universitaire Vaudois (CHUV),A.5 Traitement par pacemaker ou dEfibrillateur implantable, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.5.1.F,,,,229
Centre Hospitalier Universitaire Vaudois (CHUV),A.5.2.F,,,,90
Centre Hospitalier Universitaire Vaudois (CHUV),A.6 Traitement par ablation, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.6.1.F,,,,174
Centre Hospitalier Universitaire Vaudois (CHUV),A.6.2.F,,,,34
Centre Hospitalier Universitaire Vaudois (CHUV),A.7 OpErations du cúur, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.1.F,,,,558
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.2.F,,,,248
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.3.F,,,,215
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.4.F,,,,203
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.5.F,,,,101
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.6.F,,,,70
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.7.M,0.032,0.028,1.2,125
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.11.M,0,0.038,0,29
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.12.M,0.023,0.013,1.7,131
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.13.M,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.14.M,0,0.016,0,24
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.15.M,0.02,0.011,1.9,49
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.16.M,0.024,0.008,3.1,41
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.17.M,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.18.P,0.092,0.032,,12
Centre Hospitalier Universitaire Vaudois (CHUV),B.1 Accident vasculaire cErEbral (attaque cErEbrale), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.1.M,0.113,0.104,1.1,609
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.2.M,0.042,0.04,1,48
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.3.M,0.082,0.061,1.4,182
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.4.M,0.102,0.103,1,285
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.5.M,0.245,0.222,1.1,94
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.6.P,0.384,0.104,,234
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.7.M,0.077,0.071,1.1,453
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.8.M,0.084,0.077,1.1,356
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.9.P,0.143,0.095,,65
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.9.M,0.123,0.115,1.1,65
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.10.M,0.204,0.24,0.9,93
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.11.M,0.25,0.131,1.9,60
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.12.P,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.12.M,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),B.2 Accident ischEmique transitoire (AIT), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),B.2.1.M,0,0.002,0,110
Centre Hospitalier Universitaire Vaudois (CHUV),B.2.2.P,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),C REEducation gEriatrique prEcoce, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),C.1 REEducation gEriatrique prEcoce, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),C.1.1.F,,,,0
Centre Hospitalier Universitaire Vaudois (CHUV),D Maladies pulmonaires, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),D.1 Pneumonie, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.1.M,0.042,0.05,0.8,625
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.2.M,0.007,0.002,3.7,135
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.3.M,0,0.004,0,44
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.4.M,0.032,0.024,1.3,94
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.5.M,0.042,0.061,0.7,214
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.6.M,0.094,0.11,0.9,138
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.7.M,0.009,0.002,3.7,110
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.8.M,0.048,0.051,0.9,377
Centre Hospitalier Universitaire Vaudois (CHUV),D.2 Broncho-pneumopathie chronique obstructive (BPCO), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),D.2.1.M,0.023,0.029,0.8,173
Centre Hospitalier Universitaire Vaudois (CHUV),D.2.2.M,0.05,0.035,1.4,40
Centre Hospitalier Universitaire Vaudois (CHUV),D.2.3.M,0,0.015,0,30
Centre Hospitalier Universitaire Vaudois (CHUV),D.2.4.M,0,0.009,0,24
Centre Hospitalier Universitaire Vaudois (CHUV),D.2.5.M,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),D.2.6.P,0.41,0.384,,71
Centre Hospitalier Universitaire Vaudois (CHUV),D.2.6.M,0.028,0.038,0.7,71
Centre Hospitalier Universitaire Vaudois (CHUV),D.3 Cancer du poumon (carcinome bronchique), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),D.3.1.F,,,,603
Centre Hospitalier Universitaire Vaudois (CHUV),D.4 OpErations du poumon, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),D.4.1.M,0.026,0.023,1.1,196
Centre Hospitalier Universitaire Vaudois (CHUV),D.4.2.P,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),D.4.2.M,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),D.4.3.M,0.021,0.021,1,95
Centre Hospitalier Universitaire Vaudois (CHUV),E OpErations des organes abdominaux et de la thyroÔde (chirurgie viscErale), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),E.1 Ablation de la vEsicule biliaire (cholEcystectomie), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),E.1.1.M,0,0.002,0,230
Centre Hospitalier Universitaire Vaudois (CHUV),E.1.2.P,0.97,0.936,,223
Centre Hospitalier Universitaire Vaudois (CHUV),E.2 REparations de hernie, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),E.2.1.M,0.005,0.002,2.8,215
Centre Hospitalier Universitaire Vaudois (CHUV),E.2.2.M,0,0.091,0,12
Centre Hospitalier Universitaire Vaudois (CHUV),E.3 OpErations de la thyroÔde, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),E.3.1.F,,,,91
Centre Hospitalier Universitaire Vaudois (CHUV),E.3.2.P,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),E.3.3.F,,,,71
Centre Hospitalier Universitaire Vaudois (CHUV),E.4 OpErations majeures du cÙlon et du rectum (opErations colorectales), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),E.4.1.M,0.044,0.045,1,206
Centre Hospitalier Universitaire Vaudois (CHUV),E.4.2.M,0.051,0.035,1.5,39
Centre Hospitalier Universitaire Vaudois (CHUV),E.4.3.M,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),E.4.4.M,0,0.019,0,30
Centre Hospitalier Universitaire Vaudois (CHUV),E.4.5.M,0,0.008,0,16
Centre Hospitalier Universitaire Vaudois (CHUV),E.4.6.M,0.053,0.064,0.8,19
Centre Hospitalier Universitaire Vaudois (CHUV),E.4.7.M,0.25,0.402,0.6,12
Centre Hospitalier Universitaire Vaudois (CHUV),E.4.8.F,,,,82
Centre Hospitalier Universitaire Vaudois (CHUV),E.4.9.F Interventions colorectales locales pour cancer colorectal,,,,12
Centre Hospitalier Universitaire Vaudois (CHUV),"E.4.10.F Interventions colorectales locales, affection autre que cancer colorectal",,,,129
Centre Hospitalier Universitaire Vaudois (CHUV),E.5 OpErations de l'estomac, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),E.5.1.F,,,,27
Centre Hospitalier Universitaire Vaudois (CHUV),E.5.2.M,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),E.5.3.M,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),E.6 OpErations de líúsophage, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),E.6.1.M,0.032,0.036,0.9,31
Centre Hospitalier Universitaire Vaudois (CHUV),E.7 OpErations du pancrEas, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),E.7.1.M,0.038,0.081,0.5,52
Centre Hospitalier Universitaire Vaudois (CHUV),F OpErations de vaisseaux, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),F.1 OpErations des vaisseaux extra≠cr‚niens, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),F.1.1.M,0,0.003,0,80
Centre Hospitalier Universitaire Vaudois (CHUV),F.1.2.M,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),F.1.3.F,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),F.2 OpErations en cas de dilatation de l'aorte (anEvrisme de l'aorte), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),F.2.1.F,,,,84
Centre Hospitalier Universitaire Vaudois (CHUV),F.2.2.M,0.087,0.05,1.8,23
Centre Hospitalier Universitaire Vaudois (CHUV),F.2.3.M,0.05,0.009,5.7,40
Centre Hospitalier Universitaire Vaudois (CHUV),F.2.4.F,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),F.2.5.M,0.312,0.404,0.8,16
Centre Hospitalier Universitaire Vaudois (CHUV),F.3 OpErations des artËres du bassin et des jambes, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),F.3.1.F,,,,106
Centre Hospitalier Universitaire Vaudois (CHUV),F.3.2.M,0,0.002,0,25
Centre Hospitalier Universitaire Vaudois (CHUV),F.3.3.M,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),F.3.4.M,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),F.3.5.M,0.048,0.04,1.2,21
Centre Hospitalier Universitaire Vaudois (CHUV),F.3.6.M,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),F.3.7.M,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),F.3.8.F,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),F.3.9.F,,,,24
Centre Hospitalier Universitaire Vaudois (CHUV),F.4 Amputations, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),F.4.1.M,0.014,0.021,0.7,73
Centre Hospitalier Universitaire Vaudois (CHUV),F.4.2.M,0.086,0.117,0.7,35
Centre Hospitalier Universitaire Vaudois (CHUV),G GynEcologie et obstEtrique, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),G.1 Accouchements, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),G.1.1.F,,,,2'639
Centre Hospitalier Universitaire Vaudois (CHUV),G.1.1.P,0,0,,0
Centre Hospitalier Universitaire Vaudois (CHUV),G.1.2.P,0.027,0.031,,50
Centre Hospitalier Universitaire Vaudois (CHUV),G.1.3.P,0.264,0.279,,481
Centre Hospitalier Universitaire Vaudois (CHUV),G.1.4.P,0.31,0.326,,818
Centre Hospitalier Universitaire Vaudois (CHUV),G.2 Nouveau≠nEs, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),G.2.1.F,,,,105
Centre Hospitalier Universitaire Vaudois (CHUV),G.2.2.F,,,,10
Centre Hospitalier Universitaire Vaudois (CHUV),G.2.3.F,,,,11
Centre Hospitalier Universitaire Vaudois (CHUV),G.2.4.F,,,,29
Centre Hospitalier Universitaire Vaudois (CHUV),G.2.5.F,,,,24
Centre Hospitalier Universitaire Vaudois (CHUV),G.2.6.F,,,,41
Centre Hospitalier Universitaire Vaudois (CHUV),G.2.7.F,,,,38
Centre Hospitalier Universitaire Vaudois (CHUV),G.2.8.F,,,,401
Centre Hospitalier Universitaire Vaudois (CHUV),G.2.9.F,,,,2'620
Centre Hospitalier Universitaire Vaudois (CHUV),G.3 Ablation de líutErus pour affections bEnignes (hystErectomie), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),G.3.1.M,0,0,0,160
Centre Hospitalier Universitaire Vaudois (CHUV),G.3.2.P,0.714,0.718,,110
Centre Hospitalier Universitaire Vaudois (CHUV),G.4 Cancer du sein, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),G.4.1.F,,,,498
Centre Hospitalier Universitaire Vaudois (CHUV),G.5 Interventions du sein, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),G.5.1.F,,,,429
Centre Hospitalier Universitaire Vaudois (CHUV),G.5.2.F,,,,232
Centre Hospitalier Universitaire Vaudois (CHUV),G.5.3.P,0.612,0.692,,142
Centre Hospitalier Universitaire Vaudois (CHUV),H Maladies des voies urinaires et des organes gEnitaux masculins, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),H.1 Ablation du rein (nEphrectomie et nEphrectomie partielle), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),H.1.1.M,0.015,0.012,1.2,68
Centre Hospitalier Universitaire Vaudois (CHUV),H.1.2.P,0.397,0.222,,27
Centre Hospitalier Universitaire Vaudois (CHUV),"H.1.3.P NEphrectomie partielle, pourcentage",,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),H.1.3.M,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),H.1.4.P,0,0.205,,0
Centre Hospitalier Universitaire Vaudois (CHUV),H.2 Calculs rEnaux, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),H.2.1.F,,,,253
Centre Hospitalier Universitaire Vaudois (CHUV),H.2.2.P,0.34,0.44,,86
Centre Hospitalier Universitaire Vaudois (CHUV),H.3 OpErations de la vessie, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),H.3.1.F,,,,200
Centre Hospitalier Universitaire Vaudois (CHUV),H.3.2.F,,,,187
Centre Hospitalier Universitaire Vaudois (CHUV),H.3.3.F,,,,138
Centre Hospitalier Universitaire Vaudois (CHUV),H.3.4.P,0,0.066,,0
Centre Hospitalier Universitaire Vaudois (CHUV),H.3.5.M,0.043,0.044,1,23
Centre Hospitalier Universitaire Vaudois (CHUV),H.4 REsection prostatique transurEtrale (TURP), , , , 
