hospital_name,indicator,observed_rate_2012,expected_rate_2012,SMR_2012,number_of_cases_2012
HUG,G.3.2.P,0.785,0.745,,161
HUG,G.4 Cancer du sein, , , , 
HUG,G.4.1.F,,,,500
HUG,G.5 Interventions du sein, , , , 
HUG,G.5.1.F,,,,427
HUG,G.5.2.F,,,,245
HUG,G.5.3.P,0.755,0.72,,185
HUG,H Maladies des voies urinaires et des organes gEnitaux masculins, , , , 
HUG,H.1 Ablation du rein (nEphrectomie et nEphrectomie partielle), , , , 
HUG,H.1.1.M,0,0.016,0,56
HUG,H.1.2.P,0.357,0.261,,20
HUG,"H.1.3.P NEphrectomie partielle, pourcentage",0.325,0.292,,27
HUG,H.1.3.M,0.037,0.009,4.2,27
HUG,H.1.4.P,0.667,0.344,,18
HUG,H.2 Calculs rEnaux, , , , 
HUG,H.2.1.F,,,,231
HUG,H.2.2.P,0.554,0.46,,128
HUG,H.3 OpErations de la vessie, , , , 
HUG,H.3.1.F,,,,218
HUG,H.3.2.F,,,,203
HUG,H.3.3.F,,,,155
HUG,H.3.4.P,0.265,0.124,,41
HUG,H.3.5.M,0,0.028,0,24
HUG,H.4 REsection prostatique transurEtrale (TURP), , , , 
HUG,H.4.1.M,0,0.002,0,204
HUG,H.5 Carcinome de la prostate, , , , 
HUG,H.5.1.F,,,,297
HUG,H.5.2.M,0,0,0,71
HUG,I Affections orthopEdiques et traumatologiques, , , , 
HUG,"I.1 Remplacement de l'articulation, endoprothËse totale (EPT)", , , , 
HUG,I.1.1.M,0,0.001,0,353
HUG,I.1.2.M,0.018,0.014,1.3,55
HUG,I.1.3.M,0,0.001,0,262
HUG,I.1.4.M,0,0.003,0,17
HUG,I.1.5.M,,,,<10
HUG,I.2 OpErations de la colonne vertEbrale, , , , 
HUG,I.2.1.F,,,,555
HUG,I.2.2.M,0,0,0,217
HUG,I.3 Fractures mEtaphysaires de la hanche, , , , 
HUG,I.3.1.M,0.022,0.049,0.4,325
HUG,I.3.2.M,0,0.004,0,41
HUG,I.3.3.M,0,0.016,0,28
HUG,I.3.4.M,0.018,0.034,0.5,55
HUG,I.3.5.M,0.016,0.033,0.5,64
HUG,I.3.6.M,0.048,0.053,0.9,63
HUG,I.3.7.M,0.027,0.11,0.2,74
HUG,I.3.8.M,0.011,0.041,0.3,280
HUG,"J Affections complexes, hEtErogËnes (indicateur pour peer review)", , , , 
HUG,J.1 Respiration artificielle, , , , 
HUG,J.1.1.M,0.219,0.254,0.9,306
HUG,J.2 Etats septiques, , , , 
HUG,J.2.1.M,0.165,0.146,1.1,559
institution,indicator,taux observE 2012,taux attendu 2012,SMR 2012,nombre de cas 2012
Centre Hospitalier Universitaire Vaudois (CHUV),A Maladies cardiaques, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.1 Infarctus du myocarde, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.1.M,0.046,0.062,0.7,743
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.2.M,0.029,0.016,1.8,34
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.3.M,0.007,0.021,0.3,278
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.4.M,0.048,0.062,0.8,331
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.5.M,0.15,0.192,0.8,100
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.6.P,0.853,0.595,,634
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.7.M,0.075,0.093,0.8,389
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.8.M,0.021,0.033,0.6,243
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.9.P,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.10.M,0.055,0.069,0.8,343
Centre Hospitalier Universitaire Vaudois (CHUV),A.1.11.M,0.028,0.046,0.6,387
Centre Hospitalier Universitaire Vaudois (CHUV),A.2 Insuffisance cardiaque, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.2.1.M,0.068,0.082,0.8,546
Centre Hospitalier Universitaire Vaudois (CHUV),A.2.2.M,0,0.005,0,11
Centre Hospitalier Universitaire Vaudois (CHUV),A.2.3.M,0.014,0.034,0.4,69
Centre Hospitalier Universitaire Vaudois (CHUV),A.2.4.M,0.071,0.071,1,295
Centre Hospitalier Universitaire Vaudois (CHUV),A.2.5.M,0.088,0.126,0.7,171
Centre Hospitalier Universitaire Vaudois (CHUV),A.3 CathEtErisme cardiaque gauche (CCG), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.3.1.F,,,,1'566
Centre Hospitalier Universitaire Vaudois (CHUV),A.3.2.M,0.022,0.037,0.6,600
Centre Hospitalier Universitaire Vaudois (CHUV),"A.3.3.M Cas avec CCG sans infarctus du myocarde avec diagnostic de complications (‚ge >19), mortalitE",0.165,0.118,1.4,109
Centre Hospitalier Universitaire Vaudois (CHUV),A.3.4.M,0.018,0.008,2.3,732
Centre Hospitalier Universitaire Vaudois (CHUV),A.3.5.P,0.305,0.377,,223
Centre Hospitalier Universitaire Vaudois (CHUV),A.3.6.F,,,,22
Centre Hospitalier Universitaire Vaudois (CHUV),A.4 Troubles du rythme cardiaque, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.4.1.F,,,,490
Centre Hospitalier Universitaire Vaudois (CHUV),A.5 Traitement par pacemaker ou dEfibrillateur implantable, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.5.1.F,,,,201
Centre Hospitalier Universitaire Vaudois (CHUV),A.5.2.F,,,,82
Centre Hospitalier Universitaire Vaudois (CHUV),A.6 Traitement par ablation, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.6.1.F,,,,179
Centre Hospitalier Universitaire Vaudois (CHUV),A.6.2.F,,,,76
Centre Hospitalier Universitaire Vaudois (CHUV),A.7 OpErations du cúur, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.1.F,,,,577
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.2.F,,,,271
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.3.F,,,,188
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.4.F,,,,269
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.5.F,,,,131
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.6.F,,,,97
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.7.M,0.04,0.027,1.5,101
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.8.M,0.129,0.077,1.7,31
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.9.M,0.174,0.087,2,23
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.10.M,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.11.M,0.069,0.028,2.4,29
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.12.M,0.009,0.011,0.9,109
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.13.M,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.14.M,0,0,,20
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.15.M,0,0.005,0,35
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.16.M,0.028,0.012,2.4,36
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.17.M,0,0.045,0,12
Centre Hospitalier Universitaire Vaudois (CHUV),A.7.18.P,0.128,0.032,,14
Centre Hospitalier Universitaire Vaudois (CHUV),B.1 Accident vasculaire cErEbral (attaque cErEbrale), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.1.M,0.106,0.091,1.2,686
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.2.M,0,0.035,0,55
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.3.M,0.056,0.046,1.2,198
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.4.M,0.112,0.092,1.2,330
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.5.M,0.243,0.202,1.2,103
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.6.P,0.571,0.176,,392
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.7.M,0.069,0.061,1.1,523
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.8.M,0.07,0.063,1.1,442
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.9.P,0.166,0.106,,87
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.9.M,0.103,0.095,1.1,87
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.10.M,0.271,0.233,1.2,96
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.11.M,0.204,0.146,1.4,54
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.12.P,0.019,0.08,,13
Centre Hospitalier Universitaire Vaudois (CHUV),B.1.12.M,0,0.051,0,13
Centre Hospitalier Universitaire Vaudois (CHUV),B.2 Accident ischEmique transitoire (AIT), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),B.2.1.M,0,0.002,0,123
Centre Hospitalier Universitaire Vaudois (CHUV),B.2.2.P,0.382,0.088,,47
Centre Hospitalier Universitaire Vaudois (CHUV),C REEducation gEriatrique prEcoce, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),C.1 REEducation gEriatrique prEcoce, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),C.1.1.F,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),C.1.2.P,0,0.585,,0
Centre Hospitalier Universitaire Vaudois (CHUV),C.1.3.S,,,,0
Centre Hospitalier Universitaire Vaudois (CHUV),D Maladies pulmonaires, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),D.1 Pneumonie, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.1.M,0.068,0.051,1.3,690
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.2.M,0,0.001,0,110
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.3.M,0,0.008,0,43
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.4.M,0.078,0.036,2.2,103
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.5.M,0.069,0.056,1.2,288
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.6.M,0.13,0.102,1.3,146
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.7.M,0,0.002,0,85
Centre Hospitalier Universitaire Vaudois (CHUV),D.1.8.M,0.058,0.051,1.1,449
Centre Hospitalier Universitaire Vaudois (CHUV),D.2 Broncho-pneumopathie chronique obstructive (BPCO), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),D.2.1.M,0.027,0.04,0.7,219
Centre Hospitalier Universitaire Vaudois (CHUV),D.2.2.M,0.056,0.06,0.9,54
Centre Hospitalier Universitaire Vaudois (CHUV),D.2.3.M,0.068,0.04,1.7,44
Centre Hospitalier Universitaire Vaudois (CHUV),D.2.4.M,0,0.019,0,34
Centre Hospitalier Universitaire Vaudois (CHUV),D.2.5.M,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),D.2.6.P,0.37,0.292,,81
Centre Hospitalier Universitaire Vaudois (CHUV),D.2.6.M,0,0.03,0,81
Centre Hospitalier Universitaire Vaudois (CHUV),D.3 Cancer du poumon (carcinome bronchique), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),D.3.1.F,,,,636
Centre Hospitalier Universitaire Vaudois (CHUV),D.4 OpErations du poumon, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),D.4.1.M,0.01,0.019,0.5,203
Centre Hospitalier Universitaire Vaudois (CHUV),D.4.2.P,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),D.4.2.M,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),D.4.3.M,0,0.016,0,96
Centre Hospitalier Universitaire Vaudois (CHUV),D.4.4.P,0.155,0.065,,16
Centre Hospitalier Universitaire Vaudois (CHUV),E OpErations des organes abdominaux et de la thyroÔde (chirurgie viscErale), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),E.1 Ablation de la vEsicule biliaire (cholEcystectomie), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),E.1.1.M,0,0.002,0,199
Centre Hospitalier Universitaire Vaudois (CHUV),E.1.2.P,0.995,0.945,,198
Centre Hospitalier Universitaire Vaudois (CHUV),E.2 REparations de hernie, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),E.2.1.M,0,0.002,0,220
Centre Hospitalier Universitaire Vaudois (CHUV),E.2.2.M,0,0.083,0,13
Centre Hospitalier Universitaire Vaudois (CHUV),E.3 OpErations de la thyroÔde, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),E.3.1.F,,,,114
Centre Hospitalier Universitaire Vaudois (CHUV),E.3.2.P,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),E.3.3.F,,,,63
Centre Hospitalier Universitaire Vaudois (CHUV),E.4 OpErations majeures du cÙlon et du rectum (opErations colorectales), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),E.4.1.M,0.076,0.045,1.7,237
Centre Hospitalier Universitaire Vaudois (CHUV),E.4.2.M,0.035,0.033,1.1,57
Centre Hospitalier Universitaire Vaudois (CHUV),E.4.3.M,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),E.4.4.M,0.059,0.025,2.4,34
Centre Hospitalier Universitaire Vaudois (CHUV),E.4.5.M,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),E.4.6.M,0.1,0.071,1.4,20
Centre Hospitalier Universitaire Vaudois (CHUV),E.4.7.M,0.35,0.283,1.2,20
Centre Hospitalier Universitaire Vaudois (CHUV),E.4.8.F,,,,90
Centre Hospitalier Universitaire Vaudois (CHUV),E.4.9.F Interventions colorectales locales pour cancer colorectal,,,,11
Centre Hospitalier Universitaire Vaudois (CHUV),"E.4.10.F Interventions colorectales locales, affection autre que cancer colorectal",,,,148
Centre Hospitalier Universitaire Vaudois (CHUV),E.5 OpErations de l'estomac, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),E.5.1.F,,,,42
Centre Hospitalier Universitaire Vaudois (CHUV),E.5.2.M,0,0.02,0,13
Centre Hospitalier Universitaire Vaudois (CHUV),E.5.3.M,0,0.039,0,13
Centre Hospitalier Universitaire Vaudois (CHUV),E.6 OpErations de líúsophage, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),E.6.1.M,0.03,0.04,0.8,33
Centre Hospitalier Universitaire Vaudois (CHUV),E.7 OpErations du pancrEas, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),E.7.1.M,0.018,0.066,0.3,57
Centre Hospitalier Universitaire Vaudois (CHUV),F OpErations de vaisseaux, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),F.1 OpErations des vaisseaux extra≠cr‚niens, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),F.1.1.M,0,0.005,0,38
Centre Hospitalier Universitaire Vaudois (CHUV),F.1.2.M,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),F.1.3.F,,,,0
Centre Hospitalier Universitaire Vaudois (CHUV),F.2 OpErations en cas de dilatation de l'aorte (anEvrisme de l'aorte), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),F.2.1.F,,,,120
Centre Hospitalier Universitaire Vaudois (CHUV),F.2.2.M,0,0.037,0,13
Centre Hospitalier Universitaire Vaudois (CHUV),F.2.3.M,0.051,0.022,2.3,39
Centre Hospitalier Universitaire Vaudois (CHUV),F.2.4.F,,,,50
Centre Hospitalier Universitaire Vaudois (CHUV),F.2.5.M,0.4,0.4,1,15
Centre Hospitalier Universitaire Vaudois (CHUV),F.3 OpErations des artËres du bassin et des jambes, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),F.3.1.F,,,,188
Centre Hospitalier Universitaire Vaudois (CHUV),F.3.2.M,0.023,0.007,3.5,43
Centre Hospitalier Universitaire Vaudois (CHUV),F.3.3.M,0,0.008,0,12
Centre Hospitalier Universitaire Vaudois (CHUV),F.3.4.M,0,0.049,0,27
Centre Hospitalier Universitaire Vaudois (CHUV),F.3.5.M,0,0.052,0,55
Centre Hospitalier Universitaire Vaudois (CHUV),F.3.6.M,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),F.3.7.M,0.05,0.023,2.2,20
Centre Hospitalier Universitaire Vaudois (CHUV),F.3.8.F,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),F.3.9.F,,,,16
Centre Hospitalier Universitaire Vaudois (CHUV),F.4 Amputations, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),F.4.1.M,0.012,0.022,0.5,86
Centre Hospitalier Universitaire Vaudois (CHUV),F.4.2.M,0.029,0.114,0.3,34
Centre Hospitalier Universitaire Vaudois (CHUV),F.5 Angioplasties transluminales percutanEes (ATP), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),F.5.1.F,,,,325
Centre Hospitalier Universitaire Vaudois (CHUV),F.5.2.F,,,,50
Centre Hospitalier Universitaire Vaudois (CHUV),F.5.3.F,,,,20
Centre Hospitalier Universitaire Vaudois (CHUV),G GynEcologie et obstEtrique, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),G.1 Accouchements, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),G.1.1.F,,,,2'684
Centre Hospitalier Universitaire Vaudois (CHUV),G.1.1.P,0,0,,0
Centre Hospitalier Universitaire Vaudois (CHUV),G.1.2.P,0.028,0.031,,51
Centre Hospitalier Universitaire Vaudois (CHUV),G.1.3.P,0.21,0.246,,378
Centre Hospitalier Universitaire Vaudois (CHUV),G.1.4.P,0.329,0.331,,883
Centre Hospitalier Universitaire Vaudois (CHUV),G.2 Nouveau≠nEs, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),G.2.1.F,,,,106
Centre Hospitalier Universitaire Vaudois (CHUV),G.2.2.F,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),G.2.3.F,,,,<10
Centre Hospitalier Universitaire Vaudois (CHUV),G.2.4.F,,,,22
Centre Hospitalier Universitaire Vaudois (CHUV),G.2.5.F,,,,38
Centre Hospitalier Universitaire Vaudois (CHUV),G.2.6.F,,,,39
Centre Hospitalier Universitaire Vaudois (CHUV),G.2.7.F,,,,46
Centre Hospitalier Universitaire Vaudois (CHUV),G.2.8.F,,,,381
Centre Hospitalier Universitaire Vaudois (CHUV),G.2.9.F,,,,2'618
Centre Hospitalier Universitaire Vaudois (CHUV),G.3 Ablation de líutErus pour affections bEnignes (hystErectomie), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),G.3.1.M,0,0,0,160
Centre Hospitalier Universitaire Vaudois (CHUV),G.3.2.P,0.769,0.745,,120
Centre Hospitalier Universitaire Vaudois (CHUV),G.4 Cancer du sein, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),G.4.1.F,,,,540
Centre Hospitalier Universitaire Vaudois (CHUV),G.5 Interventions du sein, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),G.5.1.F,,,,510
Centre Hospitalier Universitaire Vaudois (CHUV),G.5.2.F,,,,198
Centre Hospitalier Universitaire Vaudois (CHUV),G.5.3.P,0.586,0.72,,116
Centre Hospitalier Universitaire Vaudois (CHUV),H Maladies des voies urinaires et des organes gEnitaux masculins, , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),H.1 Ablation du rein (nEphrectomie et nEphrectomie partielle), , , , 
Centre Hospitalier Universitaire Vaudois (CHUV),H.1.1.M,0,0.009,0,79
